"LOCATION","Country","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag.Codes"
"HUN","Hungary","HUR","TOT","PC_LF","M","2019-09",3.5,""
"HUN","Hungary","HUR","TOT","PC_LF","M","2020-02",3.6,""
"HUN","Hungary","HUR","TOT","PC_LF","M","2020-03",3.7,""
"HUN","Hungary","HUR","TOT","PC_LF","M","2019-12",3.4,""
"HUN","Hungary","HUR","TOT","PC_LF","M","2020-01",3.4,""
"HUN","Hungary","HUR","TOT","PC_LF","M","2019-01",3.5,""
"HUN","Hungary","HUR","TOT","PC_LF","M","2019-02",3.4,""
"IRL","Ireland","HUR","TOT","PC_LF","M","2020-01",4.9,""
"IRL","Ireland","HUR","TOT","PC_LF","M","2020-05",4.8,""
"IRL","Ireland","HUR","TOT","PC_LF","M","2020-02",4.9,""
"IRL","Ireland","HUR","TOT","PC_LF","M","2020-03",5.1,""
"IRL","Ireland","HUR","TOT","PC_LF","M","2020-04",4.7,""
"IRL","Ireland","HUR","TOT","PC_LF","M","2019-11",4.6,""
"IRL","Ireland","HUR","TOT","PC_LF","M","2019-12",4.7,""
"IRL","Ireland","HUR","TOT","PC_LF","M","2020-06",5.3,""
"IRL","Ireland","HUR","TOT","PC_LF","M","2019-01",5.1,""
"IRL","Ireland","HUR","TOT","PC_LF","M","2019-02",5,""
"IRL","Ireland","HUR","TOT","PC_LF","M","2019-03",5.1,""
"IRL","Ireland","HUR","TOT","PC_LF","M","2020-10",7.1,""
"IRL","Ireland","HUR","TOT","PC_LF","M","2020-07",6.2,""
"IRL","Ireland","HUR","TOT","PC_LF","M","2020-08",6.7,""
"IRL","Ireland","HUR","TOT","PC_LF","M","2020-09",7.2,""
"IRL","Ireland","HUR","TOT","PC_LF","M","2019-07",5.1,""
"IRL","Ireland","HUR","TOT","PC_LF","M","2020-11",7.3,""
"IRL","Ireland","HUR","TOT","PC_LF","M","2020-12",7.2,""
"IRL","Ireland","HUR","TOT","PC_LF","M","2019-06",5.2,""
"IRL","Ireland","HUR","TOT","PC_LF","M","2019-04",5.2,""
"IRL","Ireland","HUR","TOT","PC_LF","M","2019-05",5.3,""
"IRL","Ireland","HUR","TOT","PC_LF","M","2019-10",4.6,""
"IRL","Ireland","HUR","TOT","PC_LF","M","2019-08",4.9,""
"IRL","Ireland","HUR","TOT","PC_LF","M","2019-09",4.8,""
"ISL","Iceland","HUR","TOT","PC_LF","M","2019-01",2.9,""
"ISL","Iceland","HUR","TOT","PC_LF","M","2019-11",3.9,""
"ISL","Iceland","HUR","TOT","PC_LF","M","2019-09",3.7,""
"ISL","Iceland","HUR","TOT","PC_LF","M","2019-10",3.8,""
"ISL","Iceland","HUR","TOT","PC_LF","M","2020-11",6,""
"ISL","Iceland","HUR","TOT","PC_LF","M","2020-12",6.1,""
"ISL","Iceland","HUR","TOT","PC_LF","M","2019-12",4,""
"ISL","Iceland","HUR","TOT","PC_LF","M","2020-01",4.1,""
"ISL","Iceland","HUR","TOT","PC_LF","M","2019-02",3,""
"ISL","Iceland","HUR","TOT","PC_LF","M","2019-03",3.1,""
"ISL","Iceland","HUR","TOT","PC_LF","M","2019-04",3.2,""
"ISL","Iceland","HUR","TOT","PC_LF","M","2019-05",3.3,""
"ISL","Iceland","HUR","TOT","PC_LF","M","2019-06",3.4,""
"ISL","Iceland","HUR","TOT","PC_LF","M","2019-07",3.5,""
"ISL","Iceland","HUR","TOT","PC_LF","M","2019-08",3.6,""
"ISL","Iceland","HUR","TOT","PC_LF","M","2020-09",5.7,""
"ISL","Iceland","HUR","TOT","PC_LF","M","2020-10",5.9,""
"ISL","Iceland","HUR","TOT","PC_LF","M","2020-05",5,""
"ISL","Iceland","HUR","TOT","PC_LF","M","2020-02",4.3,""
"ISL","Iceland","HUR","TOT","PC_LF","M","2020-03",4.5,""
"ISL","Iceland","HUR","TOT","PC_LF","M","2020-04",4.8,""
"ISL","Iceland","HUR","TOT","PC_LF","M","2020-06",5.2,""
"ISL","Iceland","HUR","TOT","PC_LF","M","2020-07",5.3,""
"ISL","Iceland","HUR","TOT","PC_LF","M","2020-08",5.5,""
"ISR","Israel","HUR","TOT","PC_LF","M","2019-03",3.969214,""
"ISR","Israel","HUR","TOT","PC_LF","M","2019-05",3.732456,""
"ISR","Israel","HUR","TOT","PC_LF","M","2019-01",4.242712,""
"ISR","Israel","HUR","TOT","PC_LF","M","2019-02",4.134184,""
"ISR","Israel","HUR","TOT","PC_LF","M","2019-04",3.979237,""
"ISR","Israel","HUR","TOT","PC_LF","M","2020-06",4.602072,""
"ISR","Israel","HUR","TOT","PC_LF","M","2020-07",4.661653,""
"ISR","Israel","HUR","TOT","PC_LF","M","2020-08",4.862171,""
"ISR","Israel","HUR","TOT","PC_LF","M","2020-05",4.256916,""
"ISR","Israel","HUR","TOT","PC_LF","M","2020-01",3.644195,""
"ISR","Israel","HUR","TOT","PC_LF","M","2020-02",3.443002,""
"ISR","Israel","HUR","TOT","PC_LF","M","2020-03",3.629852,""
"ISR","Israel","HUR","TOT","PC_LF","M","2020-04",3.670104,""
"ISR","Israel","HUR","TOT","PC_LF","M","2019-06",3.941535,""
"ISR","Israel","HUR","TOT","PC_LF","M","2019-07",3.593539,""
"ISR","Israel","HUR","TOT","PC_LF","M","2019-08",3.587637,""
"ISR","Israel","HUR","TOT","PC_LF","M","2019-09",3.555327,""
"ISR","Israel","HUR","TOT","PC_LF","M","2019-10",3.555608,""
"ISR","Israel","HUR","TOT","PC_LF","M","2019-11",3.934301,""
"ISR","Israel","HUR","TOT","PC_LF","M","2019-12",3.552705,""
"ISR","Israel","HUR","TOT","PC_LF","M","2020-10",4.688548,""
"ISR","Israel","HUR","TOT","PC_LF","M","2020-11",4.758663,""
"ISR","Israel","HUR","TOT","PC_LF","M","2020-12",4.763224,""
"ISR","Israel","HUR","TOT","PC_LF","M","2020-09",4.621885,""
"ITA","Italy","HUR","TOT","PC_LF","M","2019-03",10.4,""
"ITA","Italy","HUR","TOT","PC_LF","M","2019-02",10.4,""
"ITA","Italy","HUR","TOT","PC_LF","M","2019-01",10.4,""
"ITA","Italy","HUR","TOT","PC_LF","M","2019-04",10.3,""
"ITA","Italy","HUR","TOT","PC_LF","M","2020-01",9.6,""
"ITA","Italy","HUR","TOT","PC_LF","M","2020-02",9.4,""
"ITA","Italy","HUR","TOT","PC_LF","M","2020-03",8.5,""
"ITA","Italy","HUR","TOT","PC_LF","M","2019-11",9.6,""
"ITA","Italy","HUR","TOT","PC_LF","M","2019-12",9.6,""
"ITA","Italy","HUR","TOT","PC_LF","M","2020-05",8.7,""
"ITA","Italy","HUR","TOT","PC_LF","M","2020-06",9.3,""
"ITA","Italy","HUR","TOT","PC_LF","M","2020-07",9.7,""
"ITA","Italy","HUR","TOT","PC_LF","M","2020-04",7.4,""
"ITA","Italy","HUR","TOT","PC_LF","M","2020-09",9.5,""
"ITA","Italy","HUR","TOT","PC_LF","M","2020-10",9.5,""
"ITA","Italy","HUR","TOT","PC_LF","M","2020-11",8.8,""
"ITA","Italy","HUR","TOT","PC_LF","M","2020-08",9.6,""
"ITA","Italy","HUR","TOT","PC_LF","M","2019-06",9.7,""
"ITA","Italy","HUR","TOT","PC_LF","M","2019-07",9.6,""
"ITA","Italy","HUR","TOT","PC_LF","M","2019-08",9.4,""
"ITA","Italy","HUR","TOT","PC_LF","M","2020-12",9,""
"ITA","Italy","HUR","TOT","PC_LF","M","2019-10",9.4,""
"ITA","Italy","HUR","TOT","PC_LF","M","2019-05",10.1,""
"ITA","Italy","HUR","TOT","PC_LF","M","2019-09",9.6,""
"JPN","Japan","HUR","TOT","PC_LF","M","2019-05",2.4,""
"JPN","Japan","HUR","TOT","PC_LF","M","2019-06",2.3,""
"JPN","Japan","HUR","TOT","PC_LF","M","2019-04",2.4,""
"JPN","Japan","HUR","TOT","PC_LF","M","2020-05",2.9,""
"JPN","Japan","HUR","TOT","PC_LF","M","2020-06",2.8,""
"JPN","Japan","HUR","TOT","PC_LF","M","2020-04",2.6,""
"JPN","Japan","HUR","TOT","PC_LF","M","2019-08",2.3,""
"JPN","Japan","HUR","TOT","PC_LF","M","2019-09",2.4,""
"JPN","Japan","HUR","TOT","PC_LF","M","2020-07",2.9,""
"JPN","Japan","HUR","TOT","PC_LF","M","2019-07",2.3,""
"JPN","Japan","HUR","TOT","PC_LF","M","2019-01",2.5,""
"JPN","Japan","HUR","TOT","PC_LF","M","2019-02",2.4,""
"JPN","Japan","HUR","TOT","PC_LF","M","2019-03",2.5,""
"JPN","Japan","HUR","TOT","PC_LF","M","2019-10",2.4,""
"JPN","Japan","HUR","TOT","PC_LF","M","2019-11",2.2,""
"JPN","Japan","HUR","TOT","PC_LF","M","2020-08",3,""
"JPN","Japan","HUR","TOT","PC_LF","M","2020-09",3,""
"JPN","Japan","HUR","TOT","PC_LF","M","2020-02",2.4,""
"JPN","Japan","HUR","TOT","PC_LF","M","2020-03",2.5,""
"JPN","Japan","HUR","TOT","PC_LF","M","2019-12",2.2,""
"JPN","Japan","HUR","TOT","PC_LF","M","2020-01",2.4,""
"JPN","Japan","HUR","TOT","PC_LF","M","2020-12",2.9,""
"JPN","Japan","HUR","TOT","PC_LF","M","2020-10",3.1,""
"JPN","Japan","HUR","TOT","PC_LF","M","2020-11",2.9,""
"KOR","Republic of Korea","HUR","TOT","PC_LF","M","2020-11",4.2,""
"KOR","Republic of Korea","HUR","TOT","PC_LF","M","2020-10",4.2,""
"KOR","Republic of Korea","HUR","TOT","PC_LF","M","2019-08",3.2,""
"KOR","Republic of Korea","HUR","TOT","PC_LF","M","2019-05",3.8,""
"KOR","Republic of Korea","HUR","TOT","PC_LF","M","2019-06",3.9,""
"KOR","Republic of Korea","HUR","TOT","PC_LF","M","2019-07",3.9,""
"KOR","Republic of Korea","HUR","TOT","PC_LF","M","2019-12",3.7,""
"KOR","Republic of Korea","HUR","TOT","PC_LF","M","2019-09",3.5,""
"KOR","Republic of Korea","HUR","TOT","PC_LF","M","2020-12",4.5,""
"KOR","Republic of Korea","HUR","TOT","PC_LF","M","2021-01",5.4,""
"KOR","Republic of Korea","HUR","TOT","PC_LF","M","2020-04",3.8,""
"KOR","Republic of Korea","HUR","TOT","PC_LF","M","2020-05",4.3,""
"KOR","Republic of Korea","HUR","TOT","PC_LF","M","2020-06",4.2,""
"KOR","Republic of Korea","HUR","TOT","PC_LF","M","2020-07",4.1,""
"KOR","Republic of Korea","HUR","TOT","PC_LF","M","2020-08",3.3,""
"KOR","Republic of Korea","HUR","TOT","PC_LF","M","2020-09",4,""
"KOR","Republic of Korea","HUR","TOT","PC_LF","M","2020-01",3.9,""
"KOR","Republic of Korea","HUR","TOT","PC_LF","M","2019-10",3.5,""
"KOR","Republic of Korea","HUR","TOT","PC_LF","M","2019-11",3.7,""
"KOR","Republic of Korea","HUR","TOT","PC_LF","M","2019-01",4.3,""
"KOR","Republic of Korea","HUR","TOT","PC_LF","M","2019-02",3.8,""
"KOR","Republic of Korea","HUR","TOT","PC_LF","M","2020-02",3.4,""
"KOR","Republic of Korea","HUR","TOT","PC_LF","M","2020-03",3.8,""
"KOR","Republic of Korea","HUR","TOT","PC_LF","M","2019-03",3.8,""
"KOR","Republic of Korea","HUR","TOT","PC_LF","M","2019-04",4,""
"LTU","Liechtenstein","HUR","TOT","PC_LF","M","2019-07",6.4,""
"LTU","Liechtenstein","HUR","TOT","PC_LF","M","2019-10",6.4,""
"LTU","Liechtenstein","HUR","TOT","PC_LF","M","2019-11",6.5,""
"LTU","Liechtenstein","HUR","TOT","PC_LF","M","2019-08",6.6,""
"LTU","Liechtenstein","HUR","TOT","PC_LF","M","2019-09",6.7,""
"LTU","Liechtenstein","HUR","TOT","PC_LF","M","2019-01",6.1,""
"LTU","Liechtenstein","HUR","TOT","PC_LF","M","2019-02",6,""
"LTU","Liechtenstein","HUR","TOT","PC_LF","M","2019-03",6,""
"LTU","Liechtenstein","HUR","TOT","PC_LF","M","2019-04",6,""
"LTU","Liechtenstein","HUR","TOT","PC_LF","M","2019-05",6.1,""
"LTU","Liechtenstein","HUR","TOT","PC_LF","M","2019-06",6.2,""
"LTU","Liechtenstein","HUR","TOT","PC_LF","M","2020-08",10.2,""
"LTU","Liechtenstein","HUR","TOT","PC_LF","M","2020-09",10.5,""
"LTU","Liechtenstein","HUR","TOT","PC_LF","M","2020-10",10.4,""
"LTU","Liechtenstein","HUR","TOT","PC_LF","M","2020-11",10.4,""
"LTU","Liechtenstein","HUR","TOT","PC_LF","M","2020-12",10.1,""
"LTU","Liechtenstein","HUR","TOT","PC_LF","M","2019-12",6.4,""
"LTU","Liechtenstein","HUR","TOT","PC_LF","M","2020-01",6.1,""
"LTU","Liechtenstein","HUR","TOT","PC_LF","M","2020-02",6.3,""
"LTU","Liechtenstein","HUR","TOT","PC_LF","M","2020-03",6.6,""
"LTU","Liechtenstein","HUR","TOT","PC_LF","M","2020-04",7.8,""
"LTU","Liechtenstein","HUR","TOT","PC_LF","M","2020-05",8.5,""
"LTU","Liechtenstein","HUR","TOT","PC_LF","M","2020-06",8.8,""
"LTU","Liechtenstein","HUR","TOT","PC_LF","M","2020-07",9.6,""
"LUX","Luxembourg","HUR","TOT","PC_LF","M","2019-01",5.2,""
"LUX","Luxembourg","HUR","TOT","PC_LF","M","2019-11",5.6,""
"LUX","Luxembourg","HUR","TOT","PC_LF","M","2019-09",5.5,""
"LUX","Luxembourg","HUR","TOT","PC_LF","M","2019-10",5.5,""
"LUX","Luxembourg","HUR","TOT","PC_LF","M","2020-11",6.5,""
"LUX","Luxembourg","HUR","TOT","PC_LF","M","2020-12",6.7,""
"LUX","Luxembourg","HUR","TOT","PC_LF","M","2019-12",5.6,""
"LUX","Luxembourg","HUR","TOT","PC_LF","M","2020-01",5.7,""
"LUX","Luxembourg","HUR","TOT","PC_LF","M","2019-02",5.4,""
"LUX","Luxembourg","HUR","TOT","PC_LF","M","2019-03",5.6,""
"LUX","Luxembourg","HUR","TOT","PC_LF","M","2019-04",5.7,""
"LUX","Luxembourg","HUR","TOT","PC_LF","M","2019-05",5.7,""
"LUX","Luxembourg","HUR","TOT","PC_LF","M","2019-06",5.7,""
"LUX","Luxembourg","HUR","TOT","PC_LF","M","2019-07",5.7,""
"LUX","Luxembourg","HUR","TOT","PC_LF","M","2019-08",5.7,""
"LUX","Luxembourg","HUR","TOT","PC_LF","M","2020-09",6.7,""
"LUX","Luxembourg","HUR","TOT","PC_LF","M","2020-10",6.5,""
"LUX","Luxembourg","HUR","TOT","PC_LF","M","2020-05",7.6,""
"LUX","Luxembourg","HUR","TOT","PC_LF","M","2020-02",5.7,""
"LUX","Luxembourg","HUR","TOT","PC_LF","M","2020-03",6.5,""
"LUX","Luxembourg","HUR","TOT","PC_LF","M","2020-04",7.4,""
"LUX","Luxembourg","HUR","TOT","PC_LF","M","2020-06",7.6,""
"LUX","Luxembourg","HUR","TOT","PC_LF","M","2020-07",7.2,""
"LUX","Luxembourg","HUR","TOT","PC_LF","M","2020-08",6.8,""
"LVA","Latvia","HUR","TOT","PC_LF","M","2019-04",6.3,""
"LVA","Latvia","HUR","TOT","PC_LF","M","2019-06",6.4,""
"LVA","Latvia","HUR","TOT","PC_LF","M","2019-07",6.3,""
"LVA","Latvia","HUR","TOT","PC_LF","M","2019-08",6.2,""
"LVA","Latvia","HUR","TOT","PC_LF","M","2019-05",6.3,""
"LVA","Latvia","HUR","TOT","PC_LF","M","2019-01",6.8,""
"LVA","Latvia","HUR","TOT","PC_LF","M","2019-02",6.6,""
"LVA","Latvia","HUR","TOT","PC_LF","M","2019-03",6.4,""
"LVA","Latvia","HUR","TOT","PC_LF","M","2020-05",8.6,""
"LVA","Latvia","HUR","TOT","PC_LF","M","2020-06",8.8,""
"LVA","Latvia","HUR","TOT","PC_LF","M","2020-07",8.8,""
"LVA","Latvia","HUR","TOT","PC_LF","M","2020-08",8.6,""
"LVA","Latvia","HUR","TOT","PC_LF","M","2020-09",8.3,""
"LVA","Latvia","HUR","TOT","PC_LF","M","2020-10",8.1,""
"LVA","Latvia","HUR","TOT","PC_LF","M","2020-11",8.1,""
"LVA","Latvia","HUR","TOT","PC_LF","M","2020-12",8.2,""
"LVA","Latvia","HUR","TOT","PC_LF","M","2019-11",6,""
"LVA","Latvia","HUR","TOT","PC_LF","M","2019-12",6.5,""
"LVA","Latvia","HUR","TOT","PC_LF","M","2020-01",7,""
"LVA","Latvia","HUR","TOT","PC_LF","M","2020-02",7,""
"LVA","Latvia","HUR","TOT","PC_LF","M","2020-03",7.3,""
"LVA","Latvia","HUR","TOT","PC_LF","M","2020-04",8.2,""
"LVA","Latvia","HUR","TOT","PC_LF","M","2019-09",6,""
"LVA","Latvia","HUR","TOT","PC_LF","M","2019-10",5.8,""
"MEX","Mexico","HUR","TOT","PC_LF","M","2020-01",3.656332,""
"MEX","Mexico","HUR","TOT","PC_LF","M","2020-05",4.347308,""
"MEX","Mexico","HUR","TOT","PC_LF","M","2020-02",3.644636,""
"MEX","Mexico","HUR","TOT","PC_LF","M","2020-03",3.230714,"B"
"MEX","Mexico","HUR","TOT","PC_LF","M","2020-04",4.801267,""
"MEX","Mexico","HUR","TOT","PC_LF","M","2019-11",3.542799,""
"MEX","Mexico","HUR","TOT","PC_LF","M","2019-12",3.240146,""
"MEX","Mexico","HUR","TOT","PC_LF","M","2020-06",5.461779,"B"
"MEX","Mexico","HUR","TOT","PC_LF","M","2019-01",3.426292,""
"MEX","Mexico","HUR","TOT","PC_LF","M","2019-02",3.3688,""
"MEX","Mexico","HUR","TOT","PC_LF","M","2019-03",3.547258,""
"MEX","Mexico","HUR","TOT","PC_LF","M","2020-10",4.60241,""
"MEX","Mexico","HUR","TOT","PC_LF","M","2020-07",5.120639,""
"MEX","Mexico","HUR","TOT","PC_LF","M","2020-08",4.942815,""
"MEX","Mexico","HUR","TOT","PC_LF","M","2020-09",4.712824,""
"MEX","Mexico","HUR","TOT","PC_LF","M","2019-07",3.479586,""
"MEX","Mexico","HUR","TOT","PC_LF","M","2020-11",4.512869,""
"MEX","Mexico","HUR","TOT","PC_LF","M","2020-12",4.249312,""
"MEX","Mexico","HUR","TOT","PC_LF","M","2019-06",3.521993,""
"MEX","Mexico","HUR","TOT","PC_LF","M","2019-04",3.574489,""
"MEX","Mexico","HUR","TOT","PC_LF","M","2019-05",3.648632,""
"MEX","Mexico","HUR","TOT","PC_LF","M","2019-10",3.56775,""
"MEX","Mexico","HUR","TOT","PC_LF","M","2019-08",3.504076,""
"MEX","Mexico","HUR","TOT","PC_LF","M","2019-09",3.514517,""
"NLD","Netherlands","HUR","TOT","PC_LF","M","2019-03",3.3,""
"NLD","Netherlands","HUR","TOT","PC_LF","M","2019-02",3.4,""
"NLD","Netherlands","HUR","TOT","PC_LF","M","2019-01",3.6,""
"NLD","Netherlands","HUR","TOT","PC_LF","M","2019-04",3.3,""
"NLD","Netherlands","HUR","TOT","PC_LF","M","2020-01",3,""
"NLD","Netherlands","HUR","TOT","PC_LF","M","2020-02",2.9,""
"NLD","Netherlands","HUR","TOT","PC_LF","M","2020-03",2.9,""
"NLD","Netherlands","HUR","TOT","PC_LF","M","2019-11",3.5,""
"NLD","Netherlands","HUR","TOT","PC_LF","M","2019-12",3.2,""
"NLD","Netherlands","HUR","TOT","PC_LF","M","2020-05",3.6,""
"NLD","Netherlands","HUR","TOT","PC_LF","M","2020-06",4.3,""
"NLD","Netherlands","HUR","TOT","PC_LF","M","2020-07",4.5,""
"NLD","Netherlands","HUR","TOT","PC_LF","M","2020-04",3.4,""
"NLD","Netherlands","HUR","TOT","PC_LF","M","2020-09",4.4,""
"NLD","Netherlands","HUR","TOT","PC_LF","M","2020-10",4.3,""
"NLD","Netherlands","HUR","TOT","PC_LF","M","2020-11",4,""
"NLD","Netherlands","HUR","TOT","PC_LF","M","2020-08",4.6,""
"NLD","Netherlands","HUR","TOT","PC_LF","M","2019-06",3.4,""
"NLD","Netherlands","HUR","TOT","PC_LF","M","2019-07",3.4,""
"NLD","Netherlands","HUR","TOT","PC_LF","M","2019-08",3.5,""
"NLD","Netherlands","HUR","TOT","PC_LF","M","2020-12",3.9,""
"NLD","Netherlands","HUR","TOT","PC_LF","M","2019-10",3.5,""
"NLD","Netherlands","HUR","TOT","PC_LF","M","2019-05",3.3,""
"NLD","Netherlands","HUR","TOT","PC_LF","M","2019-09",3.5,""
"NOR","Norway","HUR","TOT","PC_LF","M","2019-05",3.4,""
"NOR","Norway","HUR","TOT","PC_LF","M","2019-06",3.6,""
"NOR","Norway","HUR","TOT","PC_LF","M","2019-04",3.3,""
"NOR","Norway","HUR","TOT","PC_LF","M","2020-05",4.6,""
"NOR","Norway","HUR","TOT","PC_LF","M","2020-06",5.2,""
"NOR","Norway","HUR","TOT","PC_LF","M","2020-04",4.1,""
"NOR","Norway","HUR","TOT","PC_LF","M","2019-08",3.7,""
"NOR","Norway","HUR","TOT","PC_LF","M","2019-09",3.9,""
"NOR","Norway","HUR","TOT","PC_LF","M","2020-07",5.2,""
"NOR","Norway","HUR","TOT","PC_LF","M","2019-07",3.8,""
"NOR","Norway","HUR","TOT","PC_LF","M","2019-01",3.8,""
"NOR","Norway","HUR","TOT","PC_LF","M","2019-02",3.8,""
"NOR","Norway","HUR","TOT","PC_LF","M","2019-03",3.6,""
"NOR","Norway","HUR","TOT","PC_LF","M","2019-10",3.8,""
"NOR","Norway","HUR","TOT","PC_LF","M","2019-11",4,""
"NOR","Norway","HUR","TOT","PC_LF","M","2020-08",5.3,""
"NOR","Norway","HUR","TOT","PC_LF","M","2020-09",5.1,""
"NOR","Norway","HUR","TOT","PC_LF","M","2020-02",3.5,""
"NOR","Norway","HUR","TOT","PC_LF","M","2020-03",3.6,""
"NOR","Norway","HUR","TOT","PC_LF","M","2019-12",3.9,""
"NOR","Norway","HUR","TOT","PC_LF","M","2020-01",3.7,""
"NOR","Norway","HUR","TOT","PC_LF","M","2020-10",5.2,""
"NOR","Norway","HUR","TOT","PC_LF","M","2020-11",5,""
"OECD","","HUR","TOT","PC_LF","M","2019-08",5.365299,"E"
"OECD","","HUR","TOT","PC_LF","M","2019-09",5.317718,"E"
"OECD","","HUR","TOT","PC_LF","M","2019-10",5.322457,"E"
"OECD","","HUR","TOT","PC_LF","M","2019-11",5.305936,"E"
"OECD","","HUR","TOT","PC_LF","M","2020-08",7.533386,"E"
"OECD","","HUR","TOT","PC_LF","M","2020-09",7.302409,"E"
"OECD","","HUR","TOT","PC_LF","M","2020-10",7.046282,"E"
"OECD","","HUR","TOT","PC_LF","M","2020-07",8.116845,"E"
"OECD","","HUR","TOT","PC_LF","M","2020-12",6.880426,"E"
"OECD","","HUR","TOT","PC_LF","M","2019-12",5.234531,"E"
"OECD","","HUR","TOT","PC_LF","M","2020-01",5.276376,"E"
"OECD","","HUR","TOT","PC_LF","M","2020-11",6.8752,"E"
"OECD","","HUR","TOT","PC_LF","M","2020-03",5.591302,"E"
"OECD","","HUR","TOT","PC_LF","M","2020-04",8.78448,"E"
"OECD","","HUR","TOT","PC_LF","M","2020-05",8.66965,"E"
"OECD","","HUR","TOT","PC_LF","M","2020-06",8.289016,"E"
"OECD","","HUR","TOT","PC_LF","M","2019-05",5.415618,"E"
"OECD","","HUR","TOT","PC_LF","M","2019-06",5.343679,"E"
"OECD","","HUR","TOT","PC_LF","M","2019-07",5.39029,"E"
"OECD","","HUR","TOT","PC_LF","M","2019-03",5.501113,"E"
"OECD","","HUR","TOT","PC_LF","M","2020-02",5.218831,"E"
"OECD","","HUR","TOT","PC_LF","M","2019-01",5.562273,"E"
"OECD","","HUR","TOT","PC_LF","M","2019-02",5.470846,"E"
"OECD","","HUR","TOT","PC_LF","M","2019-04",5.439364,"E"
"POL","Poland","HUR","TOT","PC_LF","M","2020-11",3.3,""
"POL","Poland","HUR","TOT","PC_LF","M","2020-12",3.3,""
"POL","Poland","HUR","TOT","PC_LF","M","2019-08",3.1,""
"POL","Poland","HUR","TOT","PC_LF","M","2019-09",3.1,""
"POL","Poland","HUR","TOT","PC_LF","M","2019-06",3.3,""
"POL","Poland","HUR","TOT","PC_LF","M","2019-07",3.2,""
"POL","Poland","HUR","TOT","PC_LF","M","2019-12",2.9,""
"POL","Poland","HUR","TOT","PC_LF","M","2020-01",3,""
"POL","Poland","HUR","TOT","PC_LF","M","2019-10",3,""
"POL","Poland","HUR","TOT","PC_LF","M","2019-11",2.9,""
"POL","Poland","HUR","TOT","PC_LF","M","2020-04",3.1,""
"POL","Poland","HUR","TOT","PC_LF","M","2020-05",3.3,""
"POL","Poland","HUR","TOT","PC_LF","M","2020-06",3.4,""
"POL","Poland","HUR","TOT","PC_LF","M","2020-07",3.4,""
"POL","Poland","HUR","TOT","PC_LF","M","2020-08",3.3,""
"POL","Poland","HUR","TOT","PC_LF","M","2020-09",3.3,""
"POL","Poland","HUR","TOT","PC_LF","M","2020-10",3.4,""
"POL","Poland","HUR","TOT","PC_LF","M","2020-02",3,""
"POL","Poland","HUR","TOT","PC_LF","M","2020-03",3,""
"POL","Poland","HUR","TOT","PC_LF","M","2019-01",3.8,""
"POL","Poland","HUR","TOT","PC_LF","M","2019-02",3.8,""
"POL","Poland","HUR","TOT","PC_LF","M","2019-03",3.6,""
"POL","Poland","HUR","TOT","PC_LF","M","2019-04",3.4,""
"POL","Poland","HUR","TOT","PC_LF","M","2019-05",3.3,""
"PRT","Portugal","HUR","TOT","PC_LF","M","2019-03",6.5,""
"PRT","Portugal","HUR","TOT","PC_LF","M","2020-01",6.8,""
"PRT","Portugal","HUR","TOT","PC_LF","M","2019-01",6.5,""
"PRT","Portugal","HUR","TOT","PC_LF","M","2019-02",6.5,""
"PRT","Portugal","HUR","TOT","PC_LF","M","2019-11",6.7,""
"PRT","Portugal","HUR","TOT","PC_LF","M","2019-12",6.7,""
"PRT","Portugal","HUR","TOT","PC_LF","M","2019-04",6.6,""
"PRT","Portugal","HUR","TOT","PC_LF","M","2019-05",6.6,""
"PRT","Portugal","HUR","TOT","PC_LF","M","2020-02",6.4,""
"PRT","Portugal","HUR","TOT","PC_LF","M","2020-03",6.2,""
"PRT","Portugal","HUR","TOT","PC_LF","M","2019-08",6.4,""
"PRT","Portugal","HUR","TOT","PC_LF","M","2019-09",6.5,""
"PRT","Portugal","HUR","TOT","PC_LF","M","2019-06",6.6,""
"PRT","Portugal","HUR","TOT","PC_LF","M","2019-07",6.5,""
"PRT","Portugal","HUR","TOT","PC_LF","M","2020-12",6.5,""
"PRT","Portugal","HUR","TOT","PC_LF","M","2020-07",7.9,""
"PRT","Portugal","HUR","TOT","PC_LF","M","2019-10",6.5,""
"PRT","Portugal","HUR","TOT","PC_LF","M","2020-11",7.1,""
"PRT","Portugal","HUR","TOT","PC_LF","M","2020-06",7.3,""
"PRT","Portugal","HUR","TOT","PC_LF","M","2020-04",6.3,""
"PRT","Portugal","HUR","TOT","PC_LF","M","2020-05",5.9,""
"PRT","Portugal","HUR","TOT","PC_LF","M","2020-10",7.5,""
"PRT","Portugal","HUR","TOT","PC_LF","M","2020-08",8.1,""
"PRT","Portugal","HUR","TOT","PC_LF","M","2020-09",7.9,""
"SVK","Slovakia","HUR","TOT","PC_LF","M","2020-04",6.6,""
"SVK","Slovakia","HUR","TOT","PC_LF","M","2019-01",5.9,""
"SVK","Slovakia","HUR","TOT","PC_LF","M","2020-03",6,""
"SVK","Slovakia","HUR","TOT","PC_LF","M","2020-07",7.1,""
"SVK","Slovakia","HUR","TOT","PC_LF","M","2019-02",5.9,""
"SVK","Slovakia","HUR","TOT","PC_LF","M","2020-05",6.7,""
"SVK","Slovakia","HUR","TOT","PC_LF","M","2020-06",6.8,""
"SVK","Slovakia","HUR","TOT","PC_LF","M","2020-01",6,""
