"","Country","Date_reported","Ave_NewCase","Ave_NewDeath","CasePercent_Change.x","DeathPercent_Change.x","Cumul_Case","Cumul_Death","CasePercent_Change.y","DeathPercent_Change.y","X","Quarter","LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag.Codes","Country_code","WHO_region","New_cases","Cumulative_cases","New_deaths","Cumulative_deaths","Population","New_cases_pc","Cumulative_cases_pc","New_deaths_pc","Cumulative_deaths_pc","GDP","X.GDP..QTR.","X.GDP..TOTAL.","Unemployment","X.unem..QTR.","X.unem..TOTAL."
"75","Japan","4/3/2020",182.857142857143,10.0659340659341,0.885787220505539,0.499423819423819,16640,916,0.887028663760913,0.504864864864865,19,"Q1.2020","JPN","HUR","TOT","PC_LF","M","2020-04",2.6,NA,"JP","WPRO",233,2617,8,65,126.44318,1.84e-06,2.07e-05,6.33e-08,5.14e-07,"5,273,365",-0.564724465,NA,2.6,0.083333333,NA
"76","Japan","7/3/2020",700.184782608696,6.43478260869565,2.8291355298913,0.360736662236567,64417,592,2.87121394230769,0.353711790393013,54,"Q2.2020","JPN","HUR","TOT","PC_LF","M","2020-07",2.9,NA,"JP","WPRO",194,19068,1,976,126.44318,1.53e-06,0.000150803,7.91e-09,7.72e-06,"4,835,620",-8.301064833,NA,2.9,0.115384615,NA
"77","Latvia","1/3/2020",4.2247191011236,0,NA,NA,376,0,NA,NA,125,"Q4.2019","LVA","HUR","TOT","PC_LF","M","2020-01",7,NA,"LV","EURO",0,0,0,0,1.92717,0,0,0,0,"55,692",0.04380903,NA,7,0.171428571,NA
"78","Latvia","10/3/2020",405.586956521739,6.40217391304348,95.003295559667,Inf,37314,589,98.2393617021277,Inf,90,"Q3.2020","LVA","HUR","TOT","PC_LF","M","2020-10",8.1,NA,"LV","EURO",77,1945,1,38,1.92717,4e-05,0.001009252,5.19e-07,1.97e-05,"54,184",6.882230778,-0.027077498,8.1,-0.079545455,0.135802469
"79","Latvia","4/3/2020",8.14285714285714,0.32967032967033,0.979923276594767,0.948506501986977,741,30,0.980141501849172,0.949066213921901,20,"Q1.2020","LVA","HUR","TOT","PC_LF","M","2020-04",8.2,NA,"LV","EURO",12,458,0,0,1.92717,6.23e-06,0.000237654,0,0,"54,429",-2.314114922,NA,8.2,0.171428571,NA
"80","Latvia","7/3/2020",6.65217391304348,0.0760869565217391,0.183066361556064,0.769202898550725,612,7,0.174089068825911,0.766666666666667,55,"Q2.2020","LVA","HUR","TOT","PC_LF","M","2020-07",8.8,NA,"LV","EURO",1,1122,0,30,1.92717,5.19e-07,0.000582201,0,1.56e-05,"50,577",-6.973003112,NA,8.8,0.073170732,NA
"81","Liechtenstein","1/3/2020",0.775280898876405,0,NA,NA,69,0,NA,NA,126,"Q4.2019","LTU","HUR","TOT","PC_LF","M","2020-01",6.1,NA,"LI","EURO",0,0,0,0,2.801541,0,0,0,0,NA,NA,NA,6.1,-0.049180328,NA
"82","Liechtenstein","10/3/2020",22.8369565217391,0.445652173913043,28.4563642091997,Inf,2101,41,29.4492753623188,Inf,91,"Q3.2020","LTU","HUR","TOT","PC_LF","M","2020-10",10.4,NA,"LI","EURO",3,125,0,1,2.801541,1.07e-06,4.46e-05,0,3.57e-07,NA,NA,NA,10.4,0.083333333,0.413461538
"83","Liechtenstein","4/3/2020",0.153846153846154,0.010989010989011,0.993263281221396,0.975341731439292,14,1,0.993336506425512,0.975609756097561,21,"Q1.2020","LTU","HUR","TOT","PC_LF","M","2020-04",7.8,NA,"LI","EURO",1,77,0,0,2.801541,3.57e-07,2.75e-05,0,0,NA,NA,NA,7.8,0.278688525,NA
"84","Liechtenstein","7/3/2020",0.402173913043478,0,1.61413043478261,1,37,0,1.64285714285714,1,56,"Q2.2020","LTU","HUR","TOT","PC_LF","M","2020-07",9.6,NA,"LI","EURO",0,84,0,1,2.801541,0,3e-05,0,3.57e-07,NA,NA,NA,9.6,0.230769231,NA
"85","Luxembourg","1/3/2020",22.3370786516854,0.247191011235955,NA,NA,1988,22,NA,NA,127,"Q4.2019","LUX","HUR","TOT","PC_LF","M","2020-01",5.7,NA,"LU","EURO",0,0,0,0,0.60795,0,0,0,0,"67,051",0.178134133,NA,5.7,0.035087719,NA
"86","Luxembourg","10/3/2020",412.826086956522,4.03260869565217,17.4816507742105,15.3137351778656,37980,371,18.1046277665996,15.8636363636364,92,"Q3.2020","LUX","HUR","TOT","PC_LF","M","2020-10",6.5,NA,"LU","EURO",114,8709,0,125,0.60795,0.000187515,0.014325191,0,0.000205609,"67,200",9.335171985,0.002222189,6.5,-0.097222222,0.123076923
"87","Luxembourg","4/3/2020",24.9230769230769,0.967032967032967,0.939628144367481,0.760196676638725,2268,88,0.940284360189574,0.762803234501348,22,"Q1.2020","LUX","HUR","TOT","PC_LF","M","2020-04",7.4,NA,"LU","EURO",168,2487,1,30,0.60795,0.000276339,0.004090797,1.64e-06,4.93e-05,"66,074",-1.551888471,NA,7.4,0.298245614,NA
"88","Luxembourg","7/3/2020",45.3804347826087,0.152173913043478,0.820819914117015,0.842638339920949,4175,14,0.840828924162258,0.840909090909091,57,"Q2.2020","LUX","HUR","TOT","PC_LF","M","2020-07",7.2,NA,"LU","EURO",50,4395,0,110,0.60795,8.22e-05,0.007229213,0,0.000180936,"61,178",-7.280518576,NA,7.2,-0.027027027,NA
"89","Mexico","1/3/2020",11.1573033707865,0.224719101123595,NA,NA,993,20,NA,NA,128,"Q4.2019","MEX","HUR","TOT","PC_LF","M","2020-01",3.656332,NA,"MX","AMRO",0,0,0,0,125.327797,0,0,0,0,"2,373,925",-0.637792726,NA,3.656332,0.024227012,NA
"90","Mexico","10/3/2020",7258.82608695652,513.5,649.589649284119,2284.075,667812,47242,671.519637462236,2361.1,93,"Q3.2020","MEX","HUR","TOT","PC_LF","M","2020-10",4.60241,NA,"MX","AMRO",5099,748315,432,78078,125.327797,4.07e-05,0.005970862,3.45e-06,0.00062299,"2,183,080",12.11818304,-0.080392178,4.60241,-0.101203971,0.205561434
"91","Mexico","4/3/2020",2372.07692307692,292.615384615385,0.673214801586259,0.43015504456595,215859,26628,0.676766814612496,0.436349011472842,23,"Q1.2020","MEX","HUR","TOT","PC_LF","M","2020-04",4.801267,NA,"MX","AMRO",163,1378,8,37,125.327797,1.3e-06,1.1e-05,6.38e-08,2.95e-07,"2,344,547",-1.23751342,NA,4.801267,0.313137593,NA
"92","Mexico","7/3/2020",5618.09782608696,542.989130434783,1.36842986474464,0.855641087185114,516865,49955,1.39445656655502,0.876032747483852,58,"Q2.2020","MEX","HUR","TOT","PC_LF","M","2020-07",5.120639,NA,"MX","AMRO",5681,231770,741,28510,125.327797,4.53e-05,0.00184931,5.91e-06,0.000227483,"1,947,124",-16.95096495,NA,5.120639,0.066518275,NA
"93","Netherlands","1/3/2020",130.516853932584,9.39325842696629,NA,NA,11616,836,NA,NA,129,"Q4.2019","NLD","HUR","TOT","PC_LF","M","2020-01",3,NA,"NL","EURO",0,0,0,0,17.231622,0,0,0,0,"937,769",0.45347504,NA,3,-0.166666667,NA
"94","Netherlands","10/3/2020",7269.17391304348,53.2608695652174,54.6952891064798,4.67011649677554,668764,4900,56.5726584022039,4.86124401913876,94,"Q3.2020","NLD","HUR","TOT","PC_LF","M","2020-10",4.3,NA,"NL","EURO",3804,127659,9,6427,17.231622,0.000220757,0.007408415,5.22e-07,0.000372977,"910,341",7.752326244,-0.029248141,4.3,-0.044444444,0.302325581
"95","Netherlands","4/3/2020",421.813186813187,57.6373626373626,0.941972335253074,0.0821708903341556,38385,5245,0.942603070739454,0.0704081632653061,24,"Q1.2020","NLD","HUR","TOT","PC_LF","M","2020-04",3.4,NA,"NL","EURO",1083,14543,155,1292,17.231622,6.28e-05,0.000843972,9e-06,7.5e-05,"923,754",-1.494445659,NA,3.4,0.133333333,NA
"96","Netherlands","7/3/2020",731.673913043478,3.3804347826087,0.734592316971643,0.941349939901355,67314,311,0.753653771004299,0.940705433746425,59,"Q2.2020","NLD","HUR","TOT","PC_LF","M","2020-07",4.5,NA,"NL","EURO",75,50196,3,6092,17.231622,4.35e-06,0.002913017,1.74e-07,0.000353536,"844,846",-8.542121912,NA,4.5,0.323529412,NA
"97","Norway","1/3/2020",47.4831460674157,0.292134831460674,NA,NA,4226,26,NA,NA,130,"Q4.2019","NOR","HUR","TOT","PC_LF","M","2020-01",3.7,NA,"NO","EURO",0,0,0,0,5.311916,0,0,0,0,"335,678",1.734618169,NA,3.7,-0.027027027,NA
"98","Norway","10/3/2020",374.891304347826,1.76086956521739,6.89524990226136,5.02759197324415,34490,162,7.16138192143871,5.23076923076923,95,"Q3.2020","NOR","HUR","TOT","PC_LF","M","2020-10",5.2,NA,"NO","EURO",122,14149,1,275,5.311916,2.3e-05,0.002663634,1.88e-07,5.18e-05,"329,756",4.458578641,-0.017641907,5.2,0,0.288461538
"99","Norway","4/3/2020",50.8681318681319,2.45054945054945,0.864312318588921,0.391670058336725,4629,223,0.865787184691215,0.376543209876543,25,"Q1.2020","NOR","HUR","TOT","PC_LF","M","2020-04",4.1,NA,"NO","EURO",270,4935,10,42,5.311916,5.08e-05,0.000929043,1.88e-06,7.91e-06,"330,901",-1.422991929,NA,4.1,0.108108108,NA
"100","Norway","7/3/2020",53.6195652173913,0.271739130434783,0.0540895300891356,0.88911093780464,4933,25,0.0656729315186865,0.887892376681614,60,"Q2.2020","NOR","HUR","TOT","PC_LF","M","2020-07",5.2,NA,"NO","EURO",8,8895,0,251,5.311916,1.51e-06,0.001674537,0,4.73e-05,"315,681",-4.599674659,NA,5.2,0.268292683,NA
"101","Poland","1/3/2020",23.0898876404494,0.348314606741573,NA,NA,2055,31,NA,NA,131,"Q4.2019","POL","HUR","TOT","PC_LF","M","2020-01",3,NA,"PL","EURO",0,0,0,0,38.413139,0,0,0,0,"1,226,149",0.248456319,NA,3,0,NA
"102","Poland","10/3/2020",13096.9130434783,283.380434782609,566.214238865968,812.576086956522,1204916,26071,585.333819951338,840,96,"Q3.2020","POL","HUR","TOT","PC_LF","M","2020-10",3.4,NA,"PL","EURO",2292,95773,27,2570,38.413139,5.97e-05,0.002493235,7.03e-07,6.69e-05,"1,200,550",7.87821821,-0.020877561,3.4,0,0.117647059
"103","Poland","4/3/2020",352.736263736264,15.5274725274725,0.973067221064592,0.945206264718366,32099,1413,0.973359968661716,0.945801848797514,26,"Q1.2020","POL","HUR","TOT","PC_LF","M","2020-04",3.1,NA,"PL","EURO",392,2946,14,57,38.413139,1.02e-05,7.67e-05,3.64e-07,1.48e-06,"1,222,948",-0.261036528,NA,3.1,0.033333333,NA
"104","Poland","7/3/2020",606.608695652174,11.2934782608696,0.719723084966754,0.272677620849872,55808,1039,0.738621140845509,0.264685067232838,61,"Q2.2020","POL","HUR","TOT","PC_LF","M","2020-07",3.4,NA,"PL","EURO",371,35146,15,1492,38.413139,9.66e-06,0.000914947,3.9e-07,3.88e-05,"1,112,875",-9.000663935,NA,3.4,0.096774194,NA
"105","Portugal","1/3/2020",72,1.57303370786517,NA,NA,6408,140,NA,NA,132,"Q4.2019","PRT","HUR","TOT","PC_LF","M","2020-01",6.8,NA,"PT","EURO",0,0,0,0,10.283822,0,0,0,0,"343,962",0.662808505,NA,6.8,0.044117647,NA
"106","Portugal","10/3/2020",3601.45652173913,52.9021739130435,49.020229468599,32.6306677018634,331334,4867,50.706304619226,33.7642857142857,97,"Q3.2020","PRT","HUR","TOT","PC_LF","M","2020-10",7.5,NA,"PT","EURO",888,77284,6,1983,10.283822,8.63e-05,0.007515105,5.83e-07,0.000192827,"322,072",13.25219308,-0.063640751,7.5,-0.050632911,0.093333333
"107","Portugal","4/3/2020",390.153846153846,15.6923076923077,0.891667761696192,0.703371212719887,35504,1428,0.892845286025581,0.706595438668584,27,"Q1.2020","PRT","HUR","TOT","PC_LF","M","2020-04",6.3,NA,"PT","EURO",783,9034,22,209,10.283822,7.61e-05,0.000878467,2.14e-06,2.03e-05,"330,355",-3.956044532,NA,6.3,-0.073529412,NA
"108","Portugal","7/3/2020",356.576086956522,4.29347826086957,0.0860628686051295,0.726395993179881,32805,395,0.0760196034249662,0.723389355742297,62,"Q2.2020","PRT","HUR","TOT","PC_LF","M","2020-07",7.9,NA,"PT","EURO",328,42782,8,1587,10.283822,3.19e-05,0.004160126,7.78e-07,0.00015432,"284,385",-13.91529665,NA,7.9,0.253968254,NA
"109","Republic of Korea","1/3/2020",109.955056179775,1.82022471910112,NA,NA,9786,162,NA,NA,133,"Q4.2019","KOR","HUR","TOT","PC_LF","M","2020-01",3.9,NA,"KR","WPRO",0,0,0,0,51.635256,0,0,0,0,"2,186,931",1.311630082,NA,3.9,0.102564103,NA
"110","Republic of Korea","10/3/2020",401.239130434783,5.29347826086957,2.6491194163801,1.90814546430488,36914,487,2.77212344165134,2.00617283950617,98,"Q3.2020","KOR","HUR","TOT","PC_LF","M","2020-10",4.2,NA,"KR","WPRO",75,24027,4,420,51.635256,1.45e-06,0.000465322,7.75e-08,8.13e-06,"2,135,476",2.136144877,-0.023528406,4.2,0.024390244,0.071428571
"111","Republic of Korea","4/3/2020",33.1098901098901,1.31868131868132,0.917480904531888,0.750885664643365,3013,120,0.918377851221759,0.753593429158111,28,"Q1.2020","KOR","HUR","TOT","PC_LF","M","2020-04",3.8,NA,"KR","WPRO",86,10062,5,174,51.635256,1.67e-06,0.000194867,9.68e-08,3.37e-06,"2,158,901",-1.281701518,NA,3.8,-0.025641026,NA
"112","Republic of Korea","7/3/2020",119.70652173913,1.42391304347826,2.61543095859969,0.0798007246376813,11013,131,2.65516096913375,0.0916666666666667,63,"Q2.2020","KOR","HUR","TOT","PC_LF","M","2020-07",4.1,NA,"KR","WPRO",61,12965,0,282,51.635256,1.18e-06,0.000251088,0,5.46e-06,"2,090,813",-3.153851888,NA,4.1,0.078947368,NA
"113","Slovakia","1/3/2020",3.7752808988764,0,NA,NA,336,0,NA,NA,134,"Q4.2019","SVK","HUR","TOT","PC_LF","M","2020-01",6,NA,"SK","EURO",0,0,0,0,5.446771,0,0,0,0,"182,626",0.586932948,NA,6,0.05,NA
"114","Slovakia","10/3/2020",1781.35869565217,21.9673913043478,470.847987836439,Inf,163885,2021,486.752976190476,Inf,99,"Q3.2020","SVK","HUR","TOT","PC_LF","M","2020-10",7.1,NA,"SK","EURO",797,10938,0,48,5.446771,0.000146325,0.002008162,0,8.81e-06,"177,468",11.64168035,-0.028243514,7.1,0,0.154929577
"115","Slovakia","4/3/2020",14.5934065934066,0.307692307692308,0.991807710244419,0.985993224983824,1328,28,0.991896756872197,0.986145472538347,29,"Q1.2020","SVK","HUR","TOT","PC_LF","M","2020-04",6.6,NA,"SK","EURO",37,400,0,0,5.446771,6.79e-06,7.34e-05,0,0,"173,352",-5.077927914,NA,6.6,0.1,NA
"116","Slovakia","7/3/2020",83.4673913043478,0.173913043478261,4.71952756678889,0.434782608695652,7679,16,4.78237951807229,0.428571428571429,64,"Q2.2020","SVK","HUR","TOT","PC_LF","M","2020-07",7.1,NA,"SK","EURO",20,1687,0,28,5.446771,3.67e-06,0.000309725,0,5.14e-06,"158,962",-8.300909507,NA,7.1,0.075757576,NA
"117","Slovenia","1/3/2020",8.50561797752809,0.146067415730337,NA,NA,757,13,NA,NA,135,"Q4.2019","SVN","HUR","TOT","PC_LF","M","2020-01",4.1,NA,"SI","EURO",0,0,0,0,2.07005,0,0,0,0,"76,730",0.389073528,NA,4.1,0.170731707,NA
"118","Slovenia","10/3/2020",1242.88043478261,30.4239130434783,145.124648210901,207.286789297659,114345,2799,150.050198150594,214.307692307692,100,"Q3.2020","SVN","HUR","TOT","PC_LF","M","2020-10",4.9,NA,"SI","EURO",239,6105,2,159,2.07005,0.000115456,0.002949204,9.66e-07,7.68e-05,"74,181",12.40555655,-0.033220383,4.9,-0.057692308,0.163265306
"119","Slovenia","4/3/2020",9.08791208791209,1.10989010989011,0.992688023856855,0.963519153229764,827,101,0.992767501858411,0.963915684172919,30,"Q1.2020","SVN","HUR","TOT","PC_LF","M","2020-04",5.3,NA,"SI","EURO",55,897,1,20,2.07005,2.66e-05,0.000433323,4.83e-07,9.66e-06,"73,154",-4.660072286,NA,5.3,0.292682927,NA
"120","Slovenia","7/3/2020",42.445652173913,0.434782608695652,3.67056148467483,0.608265174343521,3905,40,3.72188633615478,0.603960396039604,65,"Q2.2020","SVN","HUR","TOT","PC_LF","M","2020-07",5.2,NA,"SI","EURO",21,1633,0,114,2.07005,1.01e-05,0.00078887,0,5.51e-05,"65,994",-9.788389611,NA,5.2,-0.018867925,NA
"121","Spain","1/3/2020",1217.8202247191,96.3820224719101,NA,NA,108386,8578,NA,NA,136,"Q4.2019","ESP","HUR","TOT","PC_LF","M","2020-01",13.8,NA,"ES","EURO",0,0,0,0,46.733038,0,0,0,0,"1,806,481",0.414757334,NA,13.8,-0.014492754,NA
"122","Spain","10/3/2020",12587.0326086957,205.554347826087,9.33570666113625,1.13270423834481,1158007,18911,9.6841012676914,1.2045931452553,101,"Q3.2020","ESP","HUR","TOT","PC_LF","M","2020-10",16.3,NA,"ES","EURO",11354,842863,131,34269,46.733038,0.000242954,0.018035699,2.8e-06,0.000733293,"1,636,309",16.41237714,-0.094200825,16.3,-0.006097561,0.153374233
"123","Spain","4/3/2020",1612.97802197802,232.417582417582,0.871853988773835,0.130686773963174,146781,21150,0.873246880200206,0.118396700333139,31,"Q1.2020","ESP","HUR","TOT","PC_LF","M","2020-04",15.2,NA,"ES","EURO",7058,131421,895,11285,46.733038,0.000151028,0.002812165,1.92e-05,0.000241478,"1,711,635",-5.250324773,NA,15.2,0.101449275,NA
"124","Spain","7/3/2020",5791.26086956522,44.6521739130435,2.59041523855564,0.8078795354096,532796,4108,2.62987035106724,0.805768321513002,66,"Q2.2020","ESP","HUR","TOT","PC_LF","M","2020-07",16.4,NA,"ES","EURO",521,260017,10,29765,46.733038,1.11e-05,0.00556388,2.14e-07,0.000636916,"1,405,614",-17.87883902,NA,16.4,0.078947368,NA
"125","Sweden","1/3/2020",44.314606741573,2.68539325842697,NA,NA,3944,239,NA,NA,137,"Q4.2019","SWE","HUR","TOT","PC_LF","M","2020-01",7.2,NA,"SE","EURO",0,0,0,0,10.175214,0,0,0,0,"522,411",-0.302780464,NA,7.2,0.069444444,NA
"126","Sweden","10/3/2020",3747.4347826087,41.0869565217391,83.5643244554193,14.3001637256685,344764,3780,86.4148073022312,14.81589958159,102,"Q3.2020","SWE","HUR","TOT","PC_LF","M","2020-10",8.6,NA,"SE","EURO",633,94473,1,5884,10.175214,6.22e-05,0.00928462,9.83e-08,0.000578268,"506,264",6.427868981,-0.030908614,8.6,-0.054945055,0.162790698
"127","Sweden","4/3/2020",685.604395604396,57.5164835164835,0.817047010721524,0.399872085586371,62390,5234,0.819035630170203,0.384656084656085,32,"Q1.2020","SWE","HUR","TOT","PC_LF","M","2020-04",7.9,NA,"SE","EURO",486,5320,53,385,10.175214,4.78e-05,0.000522839,5.21e-06,3.78e-05,"524,146",-0.301872883,NA,7.9,0.097222222,NA
"128","Sweden","7/3/2020",284.826086956522,4.33695652173913,0.584562046593309,0.924596285158911,26204,399,0.57999679435807,0.92376767290791,67,"Q2.2020","SWE","HUR","TOT","PC_LF","M","2020-07",9.1,NA,"SE","EURO",685,68551,15,5529,10.175214,6.73e-05,0.006737057,1.47e-06,0.000543379,"482,477",-7.552063413,NA,9.1,0.151898734,NA
"129","The United Kingdom","1/3/2020",333.539325842697,23.0337078651685,NA,NA,29685,2050,NA,NA,138,"Q4.2019","GBR","HUR","TOT","PC_LF","M","2020-01",3.961213,NA,"GB","EURO",0,0,0,0,66.43555,0,0,0,0,"2,954,951",0.017259139,NA,3.961213,0.036011696,NA
"130","The United Kingdom","10/3/2020",21594.9130434783,331.260869565217,63.7447283432564,13.3815694591729,1986732,30476,65.9271349166246,13.8663414634146,103,"Q3.2020","GBR","HUR","TOT","PC_LF","M","2020-10",5.038247,NA,"GB","EURO",6968,467150,66,42268,66.43555,0.000104884,0.007031627,9.93e-07,0.000636226,"2,698,195",16.13188671,-0.086890104,5.038247,0.129042465,0.213771576
"131","The United Kingdom","4/3/2020",2789.67032967033,420.78021978022,0.870818172592141,0.27023822745046,253860,38291,0.872222322890053,0.256431290195564,33,"Q1.2020","GBR","HUR","TOT","PC_LF","M","2020-04",4.054801,NA,"GB","EURO",4913,43385,657,3782,66.43555,7.4e-05,0.000653039,9.89e-06,5.69e-05,"2,869,775",-2.882513084,NA,4.054801,0.023626096,NA
"132","The United Kingdom","7/3/2020",1767.55434782609,18.8152173913043,0.366393107806768,0.955284929027482,162615,1731,0.359430394705743,0.95479355462119,68,"Q2.2020","GBR","HUR","TOT","PC_LF","M","2020-07",4.462407,NA,"GB","EURO",651,285543,41,40532,66.43555,9.8e-06,0.004298045,6.17e-07,0.000610095,"2,323,388",-19.03933796,NA,4.462407,0.100524292,NA
"133","Turkey","1/3/2020",121.651685393258,1.8876404494382,NA,NA,10827,168,NA,NA,139,"Q4.2019","TUR","HUR","TOT","PC_LF","M","2020-01",12.6,NA,"TR","EURO",0,0,0,0,81.407211,0,0,0,0,"2,386,692",2.007254486,NA,12.6,-0.079365079,NA
"134","Turkey","10/3/2020",15720.4347826087,136,128.224964962794,71.0476190476191,1446280,12512,132.580862658169,73.4761904761905,104,"Q3.2020","TUR","HUR","TOT","PC_LF","M","2020-10",12.9,NA,"TR","EURO",8172,772422,63,8325,81.407211,0.000100384,0.009488373,7.74e-07,0.000102264,"2,465,122",15.56434744,0.032861383,12.9,-0.065217391,0.023255814
"135","Turkey","4/3/2020",2063.58241758242,54.3626373626374,0.868732484430689,0.600274725274725,187786,4947,0.870159305252095,0.604619565217391,34,"Q1.2020","TUR","HUR","TOT","PC_LF","M","2020-04",13.6,NA,"TR","EURO",2456,18135,79,356,81.407211,3.02e-05,0.000222769,9.7e-07,4.37e-06,"2,390,954",0.17856591,NA,13.6,0.079365079,NA
"136","Turkey","7/3/2020",5971.51086956522,32.7717391304348,1.89375932780098,0.397164289292588,549379,3015,1.92555888085374,0.390539721043056,69,"Q2.2020","TUR","HUR","TOT","PC_LF","M","2020-07",13.8,NA,"TR","EURO",1186,202284,17,5167,81.407211,1.46e-05,0.002484841,2.09e-07,6.35e-05,"2,133,117",-10.7838709,NA,13.8,0.014705882,NA
"137","United States of America","1/3/2020",1580.22471910112,26.9438202247191,NA,NA,140640,2398,NA,NA,140,"Q4.2019","USA","HUR","TOT","PC_LF","M","2020-01",3.5,NA,"US","AMRO",0,0,0,0,327.167434,0,0,0,0,"20,144,337",0.58623185,NA,3.5,-0.028571429,NA
"138","United States of America","10/3/2020",133367.119565217,1433.84782608696,83.3975657089331,52.2162037204917,12269775,131914,86.2424274744027,54.0100083402836,105,"Q3.2020","USA","HUR","TOT","PC_LF","M","2020-10",6.9,NA,"US","AMRO",46293,7206769,892,206558,327.167434,0.000141496,0.02202777,2.73e-06,0.000631353,"19,456,496",7.478741091,-0.034145626,6.9,-0.323529412,0.492753623
"139","United States of America","4/3/2020",26340.6153846154,1360.49450549451,0.802495431628973,0.0511583720795783,2396996,123805,0.804642220415615,0.0614718680352351,35,"Q1.2020","USA","HUR","TOT","PC_LF","M","2020-04",14.8,NA,"US","AMRO",26298,213600,947,4793,327.167434,8.04e-05,0.000652877,2.89e-06,1.47e-05,"19,889,983",-1.262654605,NA,14.8,3.228571429,NA
"140","United States of America","7/3/2020",49341.0760869565,844.260869565217,0.873193749139775,0.379445586766005,4539379,77672,0.893778295833618,0.372626307499697,70,"Q2.2020","USA","HUR","TOT","PC_LF","M","2020-07",10.2,NA,"US","AMRO",54271,2671220,725,127858,327.167434,0.000165881,0.008164688,2.22e-06,0.000390803,"18,102,646",-8.986116769,NA,10.2,-0.310810811,NA
