"","Quarter","Country","LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag.Codes","Date_reported","Country_code","WHO_region","New_cases","Cumulative_cases","New_deaths","Cumulative_deaths","Population","New_cases_pc","Cumulative_cases_pc","New_deaths_pc","Cumulative_deaths_pc","GDP"
"42","Q2.2020","Czechia","CZE","HUR","TOT","PC_LF","M","2020-07",2.7,"","7/3/2020","CZ","EURO",132,12178,2,351,10.62643,1.24219e-05,0.00114601,1.8821e-07,3.30308e-05,"362,709"
"43","Q2.2020","Denmark","DNK","HUR","TOT","PC_LF","M","2020-07",6.3,"","7/3/2020","DK","EURO",21,12815,0,606,5.789957,3.62697e-06,0.002213315,0,0.000104664,"286,100"
"44","Q2.2020","Estonia","EST","HUR","TOT","PC_LF","M","2020-07",7.8,"","7/3/2020","EE","EURO",1,1990,0,63,1.321977,7.56443e-07,0.001505321,0,4.76559e-05,"43,344"
"45","Q2.2020","Finland","FIN","HUR","TOT","PC_LF","M","2020-07",8.6,"","7/3/2020","FI","EURO",5,7241,0,328,5.515525,9.06532e-07,0.00131284,0,5.94685e-05,"239,219"
"46","Q2.2020","France","FRA","HUR","TOT","PC_LF","M","2020-07",9.4,"","7/3/2020","FR","EURO",480,158286,14,29791,66.941698,7.17042e-06,0.002364535,2.09137e-07,0.000445029,"2,361,420"
"47","Q2.2020","Germany","DEU","HUR","TOT","PC_LF","M","2020-07",4.4,"","7/3/2020","DE","EURO",446,195674,9,9003,82.914191,5.37906e-06,0.002359958,1.08546e-07,0.000108582,"3,682,481"
"48","Q2.2020","Greece","GRC","HUR","TOT","PC_LF","M","2020-07",16.7,"","7/3/2020","GR","EURO",26,3458,0,192,10.725886,2.42404e-06,0.000322398,0,1.79006e-05,"258,719"
"49","Q2.2020","Hungary","HUN","HUR","TOT","PC_LF","M","2020-07",4.6,"","7/3/2020","HU","EURO",9,4166,1,587,9.7676,9.21414e-07,0.000426512,1.02379e-07,6.00966e-05,"266,738"
"50","Q2.2020","Iceland","ISL","HUR","TOT","PC_LF","M","2020-07",5.3,"","7/3/2020","IS","EURO",5,1830,0,10,0.352722,1.41755e-05,0.005188222,0,2.83509e-05,"16,975"
"51","Q2.2020","Ireland","IRL","HUR","TOT","PC_LF","M","2020-07",6.2,"","7/3/2020","IE","EURO",12,25489,0,1738,4.857015,2.47065e-06,0.005247873,0,0.000357833,"404,491"
"52","Q2.2020","Israel","ISR","HUR","TOT","PC_LF","M","2020-07",4.661653,"","7/3/2020","IL","EURO",972,26421,3,330,8.872943,0.000109547,0.002977704,3.38107e-07,3.71917e-05,"312,098"
"53","Q2.2020","Italy","ITA","HUR","TOT","PC_LF","M","2020-07",9.7,"","7/3/2020","IT","EURO",201,240961,30,34818,60.421797,3.32661e-06,0.003987981,4.9651e-07,0.000576249,"1,915,990"
"54","Q2.2020","Japan","JPN","HUR","TOT","PC_LF","M","2020-07",2.9,"","7/3/2020","JP","WPRO",194,19068,1,976,126.44318,1.53429e-06,0.000150803,7.90869e-09,7.71888e-06,"4,835,620"
"55","Q2.2020","Latvia","LVA","HUR","TOT","PC_LF","M","2020-07",8.8,"","7/3/2020","LV","EURO",1,1122,0,30,1.92717,5.18896e-07,0.000582201,0,1.55669e-05,"50,577"
"56","Q2.2020","Liechtenstein","LTU","HUR","TOT","PC_LF","M","2020-07",9.6,"","7/3/2020","LI","EURO",0,84,0,1,2.801541,0,2.99835e-05,0,3.56946e-07,NA
"57","Q2.2020","Luxembourg","LUX","HUR","TOT","PC_LF","M","2020-07",7.2,"","7/3/2020","LU","EURO",50,4395,0,110,0.60795,8.22436e-05,0.007229213,0,0.000180936,"61,178"
"58","Q2.2020","Mexico","MEX","HUR","TOT","PC_LF","M","2020-07",5.120639,"","7/3/2020","MX","AMRO",5681,231770,741,28510,125.327797,4.53291e-05,0.00184931,5.9125e-06,0.000227483,"1,947,124"
"59","Q2.2020","Netherlands","NLD","HUR","TOT","PC_LF","M","2020-07",4.5,"","7/3/2020","NL","EURO",75,50196,3,6092,17.231622,4.35246e-06,0.002913017,1.74099e-07,0.000353536,"844,846"
"60","Q2.2020","Norway","NOR","HUR","TOT","PC_LF","M","2020-07",5.2,"","7/3/2020","NO","EURO",8,8895,0,251,5.311916,1.50605e-06,0.001674537,0,4.72523e-05,"315,681"
"61","Q2.2020","Poland","POL","HUR","TOT","PC_LF","M","2020-07",3.4,"","7/3/2020","PL","EURO",371,35146,15,1492,38.413139,9.65815e-06,0.000914947,3.90491e-07,3.88409e-05,"1,112,875"
"62","Q2.2020","Portugal","PRT","HUR","TOT","PC_LF","M","2020-07",7.9,"","7/3/2020","PT","EURO",328,42782,8,1587,10.283822,3.18948e-05,0.004160126,7.77921e-07,0.00015432,"284,385"
"63","Q2.2020","Republic of Korea","KOR","HUR","TOT","PC_LF","M","2020-07",4.1,"","7/3/2020","KR","WPRO",61,12965,0,282,51.635256,1.18136e-06,0.000251088,0,5.46138e-06,"2,090,813"
"64","Q2.2020","Slovakia","SVK","HUR","TOT","PC_LF","M","2020-07",7.1,"","7/3/2020","SK","EURO",20,1687,0,28,5.446771,3.6719e-06,0.000309725,0,5.14066e-06,"158,962"
"65","Q2.2020","Slovenia","SVN","HUR","TOT","PC_LF","M","2020-07",5.2,"","7/3/2020","SI","EURO",21,1633,0,114,2.07005,1.01447e-05,0.00078887,0,5.50711e-05,"65,994"
"66","Q2.2020","Spain","ESP","HUR","TOT","PC_LF","M","2020-07",16.4,"","7/3/2020","ES","EURO",521,260017,10,29765,46.733038,1.11484e-05,0.00556388,2.13981e-07,0.000636916,"1,405,614"
"67","Q2.2020","Sweden","SWE","HUR","TOT","PC_LF","M","2020-07",9.1,"","7/3/2020","SE","EURO",685,68551,15,5529,10.175214,6.73205e-05,0.006737057,1.47417e-06,0.000543379,"482,477"
"68","Q2.2020","The United Kingdom","GBR","HUR","TOT","PC_LF","M","2020-07",4.462407,"","7/3/2020","GB","EURO",651,285543,41,40532,66.43555,9.79897e-06,0.004298045,6.17139e-07,0.000610095,"2,323,388"
"69","Q2.2020","Turkey","TUR","HUR","TOT","PC_LF","M","2020-07",13.8,"","7/3/2020","TR","EURO",1186,202284,17,5167,81.407211,1.45687e-05,0.002484841,2.08827e-07,6.3471e-05,"2,133,117"
"70","Q2.2020","United States of America","USA","HUR","TOT","PC_LF","M","2020-07",10.2,"","7/3/2020","US","AMRO",54271,2671220,725,127858,327.167434,0.000165881,0.008164688,2.21599e-06,0.000390803,"18,102,646"
"71","Q3.2020","Australia","AUS","HUR","TOT","PC_LF","M","2020-10",6.987514,"","10/3/2020","AU","WPRO",17,27113,2,890,24.99286,6.80194e-07,0.00108483,8.00229e-08,3.56102e-05,"1,185,442"
"72","Q3.2020","Austria","AUT","HUR","TOT","PC_LF","M","2020-10",5.4,"","10/3/2020","AT","EURO",872,47189,1,803,8.837707,9.86681e-05,0.005339507,1.13152e-07,9.08607e-05,"449,546"
"73","Q3.2020","Belgium","BEL","HUR","TOT","PC_LF","M","2020-10",6.3,"","10/3/2020","BE","EURO",3721,132825,11,10037,11.40374,0.000326296,0.011647495,9.64596e-07,0.00088015,"532,052"
"74","Q3.2020","Canada","CAN","HUR","TOT","PC_LF","M","2020-10",9,"","10/3/2020","CA","AMRO",1777,160535,22,9319,37.058856,4.79508e-05,0.004331893,5.9365e-07,0.000251465,"1,650,028"
"75","Q3.2020","Chile","CHL","HUR","TOT","PC_LF","M","2020-10",11.17528,"","10/3/2020","CL","AMRO",1840,466590,45,12867,18.751405,9.8126e-05,0.024882935,2.39982e-06,0.000686189,"403,125"
"76","Q3.2020","Colombia","COL","HUR","TOT","PC_LF","M","2020-10",16.05399,"","10/3/2020","CO","AMRO",5660,835339,198,26196,49.83424,0.000113577,0.016762351,3.97317e-06,0.000525663,"631,906"
"77","Q3.2020","Czechia","CZE","HUR","TOT","PC_LF","M","2020-10",2.8,"","10/3/2020","CZ","EURO",3796,78051,21,699,10.62643,0.000357223,0.007344988,1.9762e-06,6.57794e-05,"387,876"
"78","Q3.2020","Denmark","DNK","HUR","TOT","PC_LF","M","2020-10",5.9,"","10/3/2020","DK","EURO",536,28932,1,652,5.789957,9.25741e-05,0.004996928,1.72713e-07,0.000112609,"301,042"
"79","Q3.2020","Estonia","EST","HUR","TOT","PC_LF","M","2020-10",8.1,"","10/3/2020","EE","EURO",57,3507,1,66,1.321977,4.31172e-05,0.002652845,7.56443e-07,4.99252e-05,"44,756"
"80","Q3.2020","Finland","FIN","HUR","TOT","PC_LF","M","2020-10",8.2,"","10/3/2020","FI","EURO",101,10204,1,345,5.515525,1.83119e-05,0.001850051,1.81306e-07,6.25507e-05,"246,765"
"81","Q3.2020","France","FRA","HUR","TOT","PC_LF","M","2020-10",8.6,"","10/3/2020","FR","EURO",11543,563796,118,31926,66.941698,0.000172434,0.008422194,1.76273e-06,0.000476922,"2,798,512"
"82","Q3.2020","Germany","DEU","HUR","TOT","PC_LF","M","2020-10",4.5,"","10/3/2020","DE","EURO",2563,296958,19,9527,82.914191,3.09115e-05,0.00358151,2.29153e-07,0.000114902,"3,995,933"
"83","Q3.2020","Greece","GRC","HUR","TOT","PC_LF","M","2020-10",16.7,"","10/3/2020","GR","EURO",460,19346,5,398,10.725886,4.28869e-05,0.001803674,4.66162e-07,3.71065e-05,"264,644"
"84","Q3.2020","Hungary","HUN","HUR","TOT","PC_LF","M","2020-10",4.5,"","10/3/2020","HU","EURO",1086,29717,14,812,9.7676,0.000111184,0.003042406,1.43331e-06,8.3132e-05,"297,105"
"85","Q3.2020","Iceland","ISL","HUR","TOT","PC_LF","M","2020-10",5.9,"","10/3/2020","IS","EURO",40,2809,0,10,0.352722,0.000113404,0.007963779,0,2.83509e-05,"17,414"
"86","Q3.2020","Ireland","IRL","HUR","TOT","PC_LF","M","2020-10",7.1,"","10/3/2020","IE","EURO",466,37063,-5,1801,4.857015,9.59437e-05,0.007630819,-1.02944e-06,0.000370804,"449,200"
"87","Q3.2020","Israel","ISR","HUR","TOT","PC_LF","M","2020-10",4.688548,"","10/3/2020","IL","EURO",7730,255149,46,1651,8.872943,0.000871188,0.028755848,5.1843e-06,0.000186071,"340,401"
"88","Q3.2020","Italy","ITA","HUR","TOT","PC_LF","M","2020-10",9.5,"","10/3/2020","IT","EURO",2499,319908,23,35941,60.421797,4.13592e-05,0.005294579,3.80657e-07,0.000594835,"2,221,904"
"89","Q3.2020","Japan","JPN","HUR","TOT","PC_LF","M","2020-10",3.1,"","10/3/2020","JP","WPRO",553,84768,12,1590,126.44318,4.37351e-06,0.000670404,9.49043e-08,1.25748e-05,"5,089,803"
"90","Q3.2020","Latvia","LVA","HUR","TOT","PC_LF","M","2020-10",8.1,"","10/3/2020","LV","EURO",77,1945,1,38,1.92717,3.9955e-05,0.001009252,5.18896e-07,1.9718e-05,"54,184"
"91","Q3.2020","Liechtenstein","LTU","HUR","TOT","PC_LF","M","2020-10",10.4,"","10/3/2020","LI","EURO",3,125,0,1,2.801541,1.07084e-06,4.46183e-05,0,3.56946e-07,NA
"92","Q3.2020","Luxembourg","LUX","HUR","TOT","PC_LF","M","2020-10",6.5,"","10/3/2020","LU","EURO",114,8709,0,125,0.60795,0.000187515,0.014325191,0,0.000205609,"67,200"
"93","Q3.2020","Mexico","MEX","HUR","TOT","PC_LF","M","2020-10",4.60241,"","10/3/2020","MX","AMRO",5099,748315,432,78078,125.327797,4.06853e-05,0.005970862,3.44696e-06,0.00062299,"2,183,080"
"94","Q3.2020","Netherlands","NLD","HUR","TOT","PC_LF","M","2020-10",4.3,"","10/3/2020","NL","EURO",3804,127659,9,6427,17.231622,0.000220757,0.007408415,5.22296e-07,0.000372977,"910,341"
"95","Q3.2020","Norway","NOR","HUR","TOT","PC_LF","M","2020-10",5.2,"","10/3/2020","NO","EURO",122,14149,1,275,5.311916,2.29672e-05,0.002663634,1.88256e-07,5.17704e-05,"329,756"
"96","Q3.2020","Poland","POL","HUR","TOT","PC_LF","M","2020-10",3.4,"","10/3/2020","PL","EURO",2292,95773,27,2570,38.413139,5.96671e-05,0.002493235,7.02885e-07,6.69042e-05,"1,200,550"
"97","Q3.2020","Portugal","PRT","HUR","TOT","PC_LF","M","2020-10",7.5,"","10/3/2020","PT","EURO",888,77284,6,1983,10.283822,8.63492e-05,0.007515105,5.83441e-07,0.000192827,"322,072"
"98","Q3.2020","Republic of Korea","KOR","HUR","TOT","PC_LF","M","2020-10",4.2,"","10/3/2020","KR","WPRO",75,24027,4,420,51.635256,1.4525e-06,0.000465322,7.74665e-08,8.13398e-06,"2,135,476"
"99","Q3.2020","Slovakia","SVK","HUR","TOT","PC_LF","M","2020-10",7.1,"","10/3/2020","SK","EURO",797,10938,0,48,5.446771,0.000146325,0.002008162,0,8.81256e-06,"177,468"
"100","Q3.2020","Slovenia","SVN","HUR","TOT","PC_LF","M","2020-10",4.9,"","10/3/2020","SI","EURO",239,6105,2,159,2.07005,0.000115456,0.002949204,9.6616e-07,7.68097e-05,"74,181"
"101","Q3.2020","Spain","ESP","HUR","TOT","PC_LF","M","2020-10",16.3,"","10/3/2020","ES","EURO",11354,842863,131,34269,46.733038,0.000242954,0.018035699,2.80316e-06,0.000733293,"1,636,309"
"102","Q3.2020","Sweden","SWE","HUR","TOT","PC_LF","M","2020-10",8.6,"","10/3/2020","SE","EURO",633,94473,1,5884,10.175214,6.221e-05,0.00928462,9.8278e-08,0.000578268,"506,264"
"103","Q3.2020","The United Kingdom","GBR","HUR","TOT","PC_LF","M","2020-10",5.038247,"","10/3/2020","GB","EURO",6968,467150,66,42268,66.43555,0.000104884,0.007031627,9.93444e-07,0.000636226,"2,698,195"
"104","Q3.2020","Turkey","TUR","HUR","TOT","PC_LF","M","2020-10",12.9,"","10/3/2020","TR","EURO",8172,772422,63,8325,81.407211,0.000100384,0.009488373,7.73887e-07,0.000102264,"2,465,122"
"105","Q3.2020","United States of America","USA","HUR","TOT","PC_LF","M","2020-10",6.9,"","10/3/2020","US","AMRO",46293,7206769,892,206558,327.167434,0.000141496,0.02202777,2.72643e-06,0.000631353,"19,456,496"
"106","Q4.2019","Australia","AUS","HUR","TOT","PC_LF","M","2020-01",5.264596,"","1/3/2020","AU","WPRO",0,0,0,0,24.99286,0,0,0,0,"1,237,433"
"107","Q4.2019","Austria","AUT","HUR","TOT","PC_LF","M","2020-01",4.4,"","1/3/2020","AT","EURO",0,0,0,0,8.837707,0,0,0,0,"466,947"
"108","Q4.2019","Belgium","BEL","HUR","TOT","PC_LF","M","2020-01",5.1,"","1/3/2020","BE","EURO",0,0,0,0,11.40374,0,0,0,0,"559,563"
"109","Q4.2019","Canada","CAN","HUR","TOT","PC_LF","M","2020-01",5.6,"","1/3/2020","CA","AMRO",0,0,0,0,37.058856,0,0,0,0,"1,741,488"
"110","Q4.2019","Chile","CHL","HUR","TOT","PC_LF","M","2020-01",8.117333,"","1/3/2020","CL","AMRO",0,0,0,0,18.751405,0,0,0,0,"429,980"
"111","Q4.2019","Colombia","COL","HUR","TOT","PC_LF","M","2020-01",10.59648,"","1/3/2020","CO","AMRO",0,0,0,0,49.83424,0,0,0,0,"694,493"
"112","Q4.2019","Czechia","CZE","HUR","TOT","PC_LF","M","2020-01",2,"","1/3/2020","CZ","EURO",0,0,0,0,10.62643,0,0,0,0,"409,939"
"113","Q4.2019","Denmark","DNK","HUR","TOT","PC_LF","M","2020-01",5,"","1/3/2020","DK","EURO",0,0,0,0,5.789957,0,0,0,0,"312,605"
"114","Q4.2019","Estonia","EST","HUR","TOT","PC_LF","M","2020-01",4.7,"","1/3/2020","EE","EURO",0,0,0,0,1.321977,0,0,0,0,"46,243"
"115","Q4.2019","Finland","FIN","HUR","TOT","PC_LF","M","2020-01",6.9,"","1/3/2020","FI","EURO",0,0,0,0,5.515525,0,0,0,0,"252,718"
"116","Q4.2019","France","FRA","HUR","TOT","PC_LF","M","2020-01",7.7,"","1/3/2020","FR","EURO",0,0,0,0,66.941698,0,0,0,0,"2,906,402"
"117","Q4.2019","Germany","DEU","HUR","TOT","PC_LF","M","2020-01",3.4,"","1/3/2020","DE","EURO",0,0,0,0,82.914191,0,0,0,0,"4,161,415"
"118","Q4.2019","Greece","GRC","HUR","TOT","PC_LF","M","2020-01",16.4,"","1/3/2020","GR","EURO",0,0,0,0,10.725886,0,0,0,0,"300,964"
"119","Q4.2019","Hungary","HUN","HUR","TOT","PC_LF","M","2020-01",3.4,"","1/3/2020","HU","EURO",0,0,0,0,9.7676,0,0,0,0,"313,378"
"120","Q4.2019","Iceland","ISL","HUR","TOT","PC_LF","M","2020-01",4.1,"","1/3/2020","IS","EURO",0,0,0,0,0.352722,0,0,0,0,"19,821"
"121","Q4.2019","Ireland","IRL","HUR","TOT","PC_LF","M","2020-01",4.9,"","1/3/2020","IE","EURO",0,0,0,0,4.857015,0,0,0,0,"433,142"
"122","Q4.2019","Israel","ISR","HUR","TOT","PC_LF","M","2020-01",3.644195,"","1/3/2020","IL","EURO",0,0,0,0,8.872943,0,0,0,0,"347,072"
"123","Q4.2019","Italy","ITA","HUR","TOT","PC_LF","M","2020-01",9.6,"","1/3/2020","IT","EURO",0,0,0,0,60.421797,0,0,0,0,"2,332,359"
"124","Q4.2019","Japan","JPN","HUR","TOT","PC_LF","M","2020-01",2.4,"","1/3/2020","JP","WPRO",0,0,0,0,126.44318,0,0,0,0,"5,303,314"
"125","Q4.2019","Latvia","LVA","HUR","TOT","PC_LF","M","2020-01",7,"","1/3/2020","LV","EURO",0,0,0,0,1.92717,0,0,0,0,"55,692"
"126","Q4.2019","Liechtenstein","LTU","HUR","TOT","PC_LF","M","2020-01",6.1,"","1/3/2020","LI","EURO",0,0,0,0,2.801541,0,0,0,0,NA
"127","Q4.2019","Luxembourg","LUX","HUR","TOT","PC_LF","M","2020-01",5.7,"","1/3/2020","LU","EURO",0,0,0,0,0.60795,0,0,0,0,"67,051"
