"","Quarter","Country","LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag.Codes","Date_reported","Country_code","WHO_region","New_cases","Cumulative_cases","New_deaths","Cumulative_deaths","Population","New_cases_pc","Cumulative_cases_pc","New_deaths_pc","Cumulative_deaths_pc","GDP"
"128","Q4.2019","Mexico","MEX","HUR","TOT","PC_LF","M","2020-01",3.656332,"","1/3/2020","MX","AMRO",0,0,0,0,125.327797,0,0,0,0,"2,373,925"
"129","Q4.2019","Netherlands","NLD","HUR","TOT","PC_LF","M","2020-01",3,"","1/3/2020","NL","EURO",0,0,0,0,17.231622,0,0,0,0,"937,769"
"130","Q4.2019","Norway","NOR","HUR","TOT","PC_LF","M","2020-01",3.7,"","1/3/2020","NO","EURO",0,0,0,0,5.311916,0,0,0,0,"335,678"
"131","Q4.2019","Poland","POL","HUR","TOT","PC_LF","M","2020-01",3,"","1/3/2020","PL","EURO",0,0,0,0,38.413139,0,0,0,0,"1,226,149"
"132","Q4.2019","Portugal","PRT","HUR","TOT","PC_LF","M","2020-01",6.8,"","1/3/2020","PT","EURO",0,0,0,0,10.283822,0,0,0,0,"343,962"
"133","Q4.2019","Republic of Korea","KOR","HUR","TOT","PC_LF","M","2020-01",3.9,"","1/3/2020","KR","WPRO",0,0,0,0,51.635256,0,0,0,0,"2,186,931"
"134","Q4.2019","Slovakia","SVK","HUR","TOT","PC_LF","M","2020-01",6,"","1/3/2020","SK","EURO",0,0,0,0,5.446771,0,0,0,0,"182,626"
"135","Q4.2019","Slovenia","SVN","HUR","TOT","PC_LF","M","2020-01",4.1,"","1/3/2020","SI","EURO",0,0,0,0,2.07005,0,0,0,0,"76,730"
"136","Q4.2019","Spain","ESP","HUR","TOT","PC_LF","M","2020-01",13.8,"","1/3/2020","ES","EURO",0,0,0,0,46.733038,0,0,0,0,"1,806,481"
"137","Q4.2019","Sweden","SWE","HUR","TOT","PC_LF","M","2020-01",7.2,"","1/3/2020","SE","EURO",0,0,0,0,10.175214,0,0,0,0,"522,411"
"138","Q4.2019","The United Kingdom","GBR","HUR","TOT","PC_LF","M","2020-01",3.961213,"","1/3/2020","GB","EURO",0,0,0,0,66.43555,0,0,0,0,"2,954,951"
"139","Q4.2019","Turkey","TUR","HUR","TOT","PC_LF","M","2020-01",12.6,"","1/3/2020","TR","EURO",0,0,0,0,81.407211,0,0,0,0,"2,386,692"
"140","Q4.2019","United States of America","USA","HUR","TOT","PC_LF","M","2020-01",3.5,"","1/3/2020","US","AMRO",0,0,0,0,327.167434,0,0,0,0,"20,144,337"
