"","Quarter","Country","LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag.Codes","Date_reported","Country_code","WHO_region","New_cases","Cumulative_cases","New_deaths","Cumulative_deaths","Population","New_cases_pc","Cumulative_cases_pc","New_deaths_pc","Cumulative_deaths_pc","GDP"
"128","Q3.2020","India",NA,NA,NA,NA,NA,NA,NA,NA,"10/3/2020","IN","SEARO",79476,6473544,1069,100842,1354.051854,5.86949e-05,0.004780869,7.89482e-07,7.44743e-05,"8,408,924"
"129","Q3.2020","Indonesia",NA,NA,NA,NA,NA,NA,NA,NA,"10/3/2020","ID","SEARO",4317,295499,116,10972,265.0153,1.62896e-05,0.001115026,4.37711e-07,4.14014e-05,"3,127,541"
"130","Q3.2020","Ireland","IRL","HUR","TOT","PC_LF","M","2020-10",7.1,"","10/3/2020","IE","EURO",466,37063,-5,1801,4.857015,9.59437e-05,0.007630819,-1.02944e-06,0.000370804,"449,200"
"131","Q3.2020","Israel","ISR","HUR","TOT","PC_LF","M","2020-10",4.688548,"","10/3/2020","IL","EURO",7730,255149,46,1651,8.872943,0.000871188,0.028755848,5.1843e-06,0.000186071,"340,401"
"132","Q3.2020","Italy","ITA","HUR","TOT","PC_LF","M","2020-10",9.5,"","10/3/2020","IT","EURO",2499,319908,23,35941,60.421797,4.13592e-05,0.005294579,3.80657e-07,0.000594835,"2,221,904"
"133","Q3.2020","Japan","JPN","HUR","TOT","PC_LF","M","2020-10",3.1,"","10/3/2020","JP","WPRO",553,84768,12,1590,126.44318,4.37351e-06,0.000670404,9.49043e-08,1.25748e-05,"5,089,803"
"134","Q3.2020","Latvia","LVA","HUR","TOT","PC_LF","M","2020-10",8.1,"","10/3/2020","LV","EURO",77,1945,1,38,1.92717,3.9955e-05,0.001009252,5.18896e-07,1.9718e-05,"54,184"
"135","Q3.2020","Liechtenstein","LTU","HUR","TOT","PC_LF","M","2020-10",10.4,"","10/3/2020","LI","EURO",3,125,0,1,2.801541,1.07084e-06,4.46183e-05,0,3.56946e-07,NA
"136","Q3.2020","Luxembourg","LUX","HUR","TOT","PC_LF","M","2020-10",6.5,"","10/3/2020","LU","EURO",114,8709,0,125,0.60795,0.000187515,0.014325191,0,0.000205609,"67,200"
"137","Q3.2020","Malta",NA,NA,NA,NA,NA,NA,NA,NA,"10/3/2020","MT","EURO",44,3130,2,37,0.483793,9.0948e-05,0.006469709,4.134e-06,7.6479e-05,NA
"138","Q3.2020","Mexico","MEX","HUR","TOT","PC_LF","M","2020-10",4.60241,"","10/3/2020","MX","AMRO",5099,748315,432,78078,125.327797,4.06853e-05,0.005970862,3.44696e-06,0.00062299,"2,183,080"
"139","Q3.2020","Netherlands","NLD","HUR","TOT","PC_LF","M","2020-10",4.3,"","10/3/2020","NL","EURO",3804,127659,9,6427,17.231622,0.000220757,0.007408415,5.22296e-07,0.000372977,"910,341"
"140","Q3.2020","New Zealand",NA,NA,NA,NA,NA,NA,NA,NA,"10/3/2020","NZ","WPRO",1,1493,0,25,4.8855,2.04687e-07,0.000305598,0,5.11718e-06,"206,708"
"141","Q3.2020","Norway","NOR","HUR","TOT","PC_LF","M","2020-10",5.2,"","10/3/2020","NO","EURO",122,14149,1,275,5.311916,2.29672e-05,0.002663634,1.88256e-07,5.17704e-05,"329,756"
"142","Q3.2020","Poland","POL","HUR","TOT","PC_LF","M","2020-10",3.4,"","10/3/2020","PL","EURO",2292,95773,27,2570,38.413139,5.96671e-05,0.002493235,7.02885e-07,6.69042e-05,"1,200,550"
"143","Q3.2020","Portugal","PRT","HUR","TOT","PC_LF","M","2020-10",7.5,"","10/3/2020","PT","EURO",888,77284,6,1983,10.283822,8.63492e-05,0.007515105,5.83441e-07,0.000192827,"322,072"
"144","Q3.2020","Republic of Korea","KOR","HUR","TOT","PC_LF","M","2020-10",4.2,"","10/3/2020","KR","WPRO",75,24027,4,420,51.635256,1.4525e-06,0.000465322,7.74665e-08,8.13398e-06,"2,135,476"
"145","Q3.2020","Romania",NA,NA,NA,NA,NA,NA,NA,NA,"10/3/2020","RO","EURO",2343,132001,53,4915,19.471332,0.000120331,0.006779249,2.72195e-06,0.000252422,"494,351"
"146","Q3.2020","Saudi Arabia",NA,NA,NA,NA,NA,NA,NA,NA,"10/3/2020","SA","EMRO",481,335578,29,4823,33.41366,1.43953e-05,0.010043138,8.67909e-07,0.000144342,"1,524,798"
"147","Q3.2020","Singapore",NA,NA,NA,NA,NA,NA,NA,NA,"10/3/2020","SG","WPRO",10,57794,0,27,3.994283,2.50358e-06,0.01446918,0,6.75966e-06,NA
"148","Q3.2020","Slovakia","SVK","HUR","TOT","PC_LF","M","2020-10",7.1,"","10/3/2020","SK","EURO",797,10938,0,48,5.446771,0.000146325,0.002008162,0,8.81256e-06,"177,468"
"149","Q3.2020","Slovenia","SVN","HUR","TOT","PC_LF","M","2020-10",4.9,"","10/3/2020","SI","EURO",239,6105,2,159,2.07005,0.000115456,0.002949204,9.6616e-07,7.68097e-05,"74,181"
"150","Q3.2020","South Africa",NA,NA,NA,NA,NA,NA,NA,NA,"10/3/2020","ZA","AFRO",1749,677833,43,16909,57.725606,3.02985e-05,0.011742328,7.44903e-07,0.00029292,"670,970"
"151","Q3.2020","Spain","ESP","HUR","TOT","PC_LF","M","2020-10",16.3,"","10/3/2020","ES","EURO",11354,842863,131,34269,46.733038,0.000242954,0.018035699,2.80316e-06,0.000733293,"1,636,309"
"152","Q3.2020","Sweden","SWE","HUR","TOT","PC_LF","M","2020-10",8.6,"","10/3/2020","SE","EURO",633,94473,1,5884,10.175214,6.221e-05,0.00928462,9.8278e-08,0.000578268,"506,264"
"153","Q3.2020","Switzerland",NA,NA,NA,NA,NA,NA,NA,NA,"10/3/2020","CH","EURO",677,55320,1,1830,8.513227,7.95233e-05,0.006498123,1.17464e-07,0.00021496,"582,085"
"154","Q3.2020","The United Kingdom","GBR","HUR","TOT","PC_LF","M","2020-10",5.038247,"","10/3/2020","GB","EURO",6968,467150,66,42268,66.43555,0.000104884,0.007031627,9.93444e-07,0.000636226,"2,698,195"
"155","Q3.2020","Turkey","TUR","HUR","TOT","PC_LF","M","2020-10",12.9,"","10/3/2020","TR","EURO",8172,772422,63,8325,81.407211,0.000100384,0.009488373,7.73887e-07,0.000102264,"2,465,122"
"156","Q3.2020","United States of America","USA","HUR","TOT","PC_LF","M","2020-10",6.9,"","10/3/2020","US","AMRO",46293,7206769,892,206558,327.167434,0.000141496,0.02202777,2.72643e-06,0.000631353,"19,456,496"
"157","Q4.2019","","EU28","HUR","TOT","PC_LF","M","2020-01",6.2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","Q4.2019","","OECD","HUR","TOT","PC_LF","M","2020-01",5.276376,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","Q4.2019","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2020","AR","AMRO",0,0,0,0,44.494502,0,0,0,0,NA
"160","Q4.2019","Australia","AUS","HUR","TOT","PC_LF","M","2020-01",5.264596,"","1/3/2020","AU","WPRO",0,0,0,0,24.99286,0,0,0,0,"1,237,433"
"161","Q4.2019","Austria","AUT","HUR","TOT","PC_LF","M","2020-01",4.4,"","1/3/2020","AT","EURO",0,0,0,0,8.837707,0,0,0,0,"466,947"
"162","Q4.2019","Belgium","BEL","HUR","TOT","PC_LF","M","2020-01",5.1,"","1/3/2020","BE","EURO",0,0,0,0,11.40374,0,0,0,0,"559,563"
"163","Q4.2019","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2020","BR","AMRO",0,0,0,0,208.4949,0,0,0,0,"3,054,218"
"164","Q4.2019","Bulgaria",NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2020","BG","EURO",0,0,0,0,7.025037,0,0,0,0,"152,415"
"165","Q4.2019","Canada","CAN","HUR","TOT","PC_LF","M","2020-01",5.6,"","1/3/2020","CA","AMRO",0,0,0,0,37.058856,0,0,0,0,"1,741,488"
"166","Q4.2019","Chile","CHL","HUR","TOT","PC_LF","M","2020-01",8.117333,"","1/3/2020","CL","AMRO",0,0,0,0,18.751405,0,0,0,0,"429,980"
"167","Q4.2019","China",NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2020","CN","WPRO",0,0,0,0,1415.045928,0,0,0,0,NA
"168","Q4.2019","Colombia","COL","HUR","TOT","PC_LF","M","2020-01",10.59648,"","1/3/2020","CO","AMRO",0,0,0,0,49.83424,0,0,0,0,"694,493"
"169","Q4.2019","Costa Rica",NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2020","CR","AMRO",0,0,0,0,5.003402,0,0,0,0,"97,626"
"170","Q4.2019","Croatia",NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2020","HR","EURO",0,0,0,0,4.080666,0,0,0,0,NA
"171","Q4.2019","Cyprus",NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2020","CY","EURO",0,0,0,0,0.869006,0,0,0,0,NA
"172","Q4.2019","Czechia","CZE","HUR","TOT","PC_LF","M","2020-01",2,"","1/3/2020","CZ","EURO",0,0,0,0,10.62643,0,0,0,0,"409,939"
"173","Q4.2019","Denmark","DNK","HUR","TOT","PC_LF","M","2020-01",5,"","1/3/2020","DK","EURO",0,0,0,0,5.789957,0,0,0,0,"312,605"
"174","Q4.2019","Estonia","EST","HUR","TOT","PC_LF","M","2020-01",4.7,"","1/3/2020","EE","EURO",0,0,0,0,1.321977,0,0,0,0,"46,243"
"175","Q4.2019","Finland","FIN","HUR","TOT","PC_LF","M","2020-01",6.9,"","1/3/2020","FI","EURO",0,0,0,0,5.515525,0,0,0,0,"252,718"
"176","Q4.2019","France","FRA","HUR","TOT","PC_LF","M","2020-01",7.7,"","1/3/2020","FR","EURO",0,0,0,0,66.941698,0,0,0,0,"2,906,402"
"177","Q4.2019","Germany","DEU","HUR","TOT","PC_LF","M","2020-01",3.4,"","1/3/2020","DE","EURO",0,0,0,0,82.914191,0,0,0,0,"4,161,415"
"178","Q4.2019","Greece","GRC","HUR","TOT","PC_LF","M","2020-01",16.4,"","1/3/2020","GR","EURO",0,0,0,0,10.725886,0,0,0,0,"300,964"
"179","Q4.2019","Hungary","HUN","HUR","TOT","PC_LF","M","2020-01",3.4,"","1/3/2020","HU","EURO",0,0,0,0,9.7676,0,0,0,0,"313,378"
"180","Q4.2019","Iceland","ISL","HUR","TOT","PC_LF","M","2020-01",4.1,"","1/3/2020","IS","EURO",0,0,0,0,0.352722,0,0,0,0,"19,821"
"181","Q4.2019","India",NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2020","IN","SEARO",0,0,0,0,1354.051854,0,0,0,0,"9,164,718"
"182","Q4.2019","Indonesia",NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2020","ID","SEARO",0,0,0,0,265.0153,0,0,0,0,"3,285,670"
"183","Q4.2019","Ireland","IRL","HUR","TOT","PC_LF","M","2020-01",4.9,"","1/3/2020","IE","EURO",0,0,0,0,4.857015,0,0,0,0,"433,142"
"184","Q4.2019","Israel","ISR","HUR","TOT","PC_LF","M","2020-01",3.644195,"","1/3/2020","IL","EURO",0,0,0,0,8.872943,0,0,0,0,"347,072"
"185","Q4.2019","Italy","ITA","HUR","TOT","PC_LF","M","2020-01",9.6,"","1/3/2020","IT","EURO",0,0,0,0,60.421797,0,0,0,0,"2,332,359"
"186","Q4.2019","Japan","JPN","HUR","TOT","PC_LF","M","2020-01",2.4,"","1/3/2020","JP","WPRO",0,0,0,0,126.44318,0,0,0,0,"5,303,314"
"187","Q4.2019","Latvia","LVA","HUR","TOT","PC_LF","M","2020-01",7,"","1/3/2020","LV","EURO",0,0,0,0,1.92717,0,0,0,0,"55,692"
"188","Q4.2019","Liechtenstein","LTU","HUR","TOT","PC_LF","M","2020-01",6.1,"","1/3/2020","LI","EURO",0,0,0,0,2.801541,0,0,0,0,NA
"189","Q4.2019","Luxembourg","LUX","HUR","TOT","PC_LF","M","2020-01",5.7,"","1/3/2020","LU","EURO",0,0,0,0,0.60795,0,0,0,0,"67,051"
"190","Q4.2019","Malta",NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2020","MT","EURO",0,0,0,0,0.483793,0,0,0,0,NA
"191","Q4.2019","Mexico","MEX","HUR","TOT","PC_LF","M","2020-01",3.656332,"","1/3/2020","MX","AMRO",0,0,0,0,125.327797,0,0,0,0,"2,373,925"
"192","Q4.2019","Netherlands","NLD","HUR","TOT","PC_LF","M","2020-01",3,"","1/3/2020","NL","EURO",0,0,0,0,17.231622,0,0,0,0,"937,769"
"193","Q4.2019","New Zealand",NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2020","NZ","WPRO",0,0,0,0,4.8855,0,0,0,0,"199,285"
"194","Q4.2019","Norway","NOR","HUR","TOT","PC_LF","M","2020-01",3.7,"","1/3/2020","NO","EURO",0,0,0,0,5.311916,0,0,0,0,"335,678"
"195","Q4.2019","Poland","POL","HUR","TOT","PC_LF","M","2020-01",3,"","1/3/2020","PL","EURO",0,0,0,0,38.413139,0,0,0,0,"1,226,149"
"196","Q4.2019","Portugal","PRT","HUR","TOT","PC_LF","M","2020-01",6.8,"","1/3/2020","PT","EURO",0,0,0,0,10.283822,0,0,0,0,"343,962"
"197","Q4.2019","Republic of Korea","KOR","HUR","TOT","PC_LF","M","2020-01",3.9,"","1/3/2020","KR","WPRO",0,0,0,0,51.635256,0,0,0,0,"2,186,931"
"198","Q4.2019","Romania",NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2020","RO","EURO",0,0,0,0,19.471332,0,0,0,0,"529,731"
"199","Q4.2019","Saudi Arabia",NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2020","SA","EMRO",0,0,0,0,33.41366,0,0,0,0,"1,601,491"
"200","Q4.2019","Singapore",NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2020","SG","WPRO",0,0,0,0,3.994283,0,0,0,0,NA
"201","Q4.2019","Slovakia","SVK","HUR","TOT","PC_LF","M","2020-01",6,"","1/3/2020","SK","EURO",0,0,0,0,5.446771,0,0,0,0,"182,626"
"202","Q4.2019","Slovenia","SVN","HUR","TOT","PC_LF","M","2020-01",4.1,"","1/3/2020","SI","EURO",0,0,0,0,2.07005,0,0,0,0,"76,730"
"203","Q4.2019","South Africa",NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2020","ZA","AFRO",0,0,0,0,57.725606,0,0,0,0,"712,000"
"204","Q4.2019","Spain","ESP","HUR","TOT","PC_LF","M","2020-01",13.8,"","1/3/2020","ES","EURO",0,0,0,0,46.733038,0,0,0,0,"1,806,481"
"205","Q4.2019","Sweden","SWE","HUR","TOT","PC_LF","M","2020-01",7.2,"","1/3/2020","SE","EURO",0,0,0,0,10.175214,0,0,0,0,"522,411"
"206","Q4.2019","Switzerland",NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2020","CH","EURO",0,0,0,0,8.513227,0,0,0,0,"594,517"
"207","Q4.2019","The United Kingdom","GBR","HUR","TOT","PC_LF","M","2020-01",3.961213,"","1/3/2020","GB","EURO",0,0,0,0,66.43555,0,0,0,0,"2,954,951"
"208","Q4.2019","Turkey","TUR","HUR","TOT","PC_LF","M","2020-01",12.6,"","1/3/2020","TR","EURO",0,0,0,0,81.407211,0,0,0,0,"2,386,692"
"209","Q4.2019","United States of America","USA","HUR","TOT","PC_LF","M","2020-01",3.5,"","1/3/2020","US","AMRO",0,0,0,0,327.167434,0,0,0,0,"20,144,337"
